Barcode,CellType
s_008um_00810_00150-1,Fibroblast
s_008um_00438_00105-1,
s_008um_00259_00258-1,Fibroblast
s_008um_00304_00619-1,Fibroblast
s_008um_00502_00200-1,
s_008um_00737_00676-1,Fibroblast
s_008um_00500_00331-1,
s_008um_00301_00320-1,
s_008um_00712_00299-1,
s_008um_00139_00309-1,
s_008um_00159_00489-1,
s_008um_00781_00021-1,
s_008um_00731_00730-1,Fibroblast
s_008um_00470_00603-1,
s_008um_00731_00106-1,Fibroblast
s_008um_00351_00048-1,
s_008um_00235_00769-1,
s_008um_00218_00132-1,
s_008um_00749_00318-1,
s_008um_00820_00376-1,
s_008um_00645_00235-1,
s_008um_00748_00167-1,Fibroblast
s_008um_00817_00661-1,Fibroblast
s_008um_00188_00164-1,
s_008um_00278_00597-1,Fibroblast
s_008um_00321_00088-1,Fibroblast
s_008um_00394_00192-1,Fibroblast
s_008um_00834_00830-1,
s_008um_00360_00347-1,
s_008um_00600_00304-1,
s_008um_00389_00540-1,
s_008um_00395_00648-1,Fibroblast
s_008um_00298_00017-1,
s_008um_00267_00393-1,
s_008um_00282_00703-1,Fibroblast
s_008um_00499_00536-1,
s_008um_00719_00215-1,Fibroblast
s_008um_00710_00292-1,
s_008um_00225_00235-1,
s_008um_00476_00159-1,
s_008um_00791_00658-1,Fibroblast
s_008um_00663_00645-1,Fibroblast
s_008um_00799_00315-1,
s_008um_00763_00045-1,
s_008um_00188_00316-1,
s_008um_00307_00430-1,
s_008um_00246_00759-1,Fibroblast
s_008um_00764_00321-1,
s_008um_00583_00710-1,
s_008um_00724_00513-1,
s_008um_00721_00492-1,
s_008um_00680_00352-1,
s_008um_00723_00547-1,Fibroblast
s_008um_00408_00654-1,Fibroblast
s_008um_00257_00038-1,
s_008um_00431_00584-1,
s_008um_00298_00236-1,MCF10A
s_008um_00320_00202-1,Fibroblast
s_008um_00295_00652-1,Fibroblast
s_008um_00409_00339-1,
s_008um_00447_00646-1,
s_008um_00392_00484-1,
s_008um_00219_00113-1,
s_008um_00426_00759-1,
s_008um_00310_00630-1,Fibroblast
s_008um_00660_00175-1,
s_008um_00748_00750-1,Fibroblast
s_008um_00656_00209-1,
s_008um_00308_00664-1,Fibroblast
s_008um_00781_00272-1,Fibroblast
s_008um_00451_00424-1,
s_008um_00098_00051-1,
s_008um_00743_00259-1,Fibroblast
s_008um_00641_00079-1,
s_008um_00724_00748-1,Fibroblast
s_008um_00332_00692-1,Fibroblast
s_008um_00150_00266-1,
s_008um_00296_00294-1,
s_008um_00398_00570-1,Fibroblast
s_008um_00460_00259-1,
s_008um_00319_00710-1,Fibroblast
s_008um_00268_00276-1,Fibroblast
s_008um_00654_00277-1,
s_008um_00657_00326-1,
s_008um_00110_00180-1,
s_008um_00831_00592-1,Fibroblast
s_008um_00260_00648-1,MCF7
s_008um_00440_00239-1,
s_008um_00644_00290-1,
s_008um_00220_00342-1,
s_008um_00720_00627-1,Fibroblast
s_008um_00487_00239-1,
s_008um_00393_00364-1,
s_008um_00204_00383-1,
s_008um_00175_00239-1,
s_008um_00812_00281-1,Fibroblast
s_008um_00305_00723-1,Fibroblast
s_008um_00403_00297-1,
s_008um_00686_00795-1,
s_008um_00584_00696-1,
s_008um_00256_00668-1,Fibroblast
s_008um_00299_00176-1,Fibroblast
s_008um_00791_00560-1,Fibroblast
s_008um_00738_00497-1,
s_008um_00105_00728-1,
s_008um_00485_00378-1,
s_008um_00644_00558-1,Fibroblast
s_008um_00430_00222-1,
s_008um_00146_00211-1,
s_008um_00289_00308-1,
s_008um_00331_00636-1,Fibroblast
s_008um_00301_00440-1,
s_008um_00163_00479-1,
s_008um_00827_00786-1,
s_008um_00300_00081-1,Fibroblast
s_008um_00661_00600-1,Fibroblast
s_008um_00202_00611-1,MCF10A
s_008um_00413_00033-1,
s_008um_00293_00649-1,Fibroblast
s_008um_00490_00162-1,
s_008um_00446_00593-1,
s_008um_00148_00186-1,
s_008um_00208_00749-1,Fibroblast
s_008um_00246_00453-1,
s_008um_00775_00057-1,
s_008um_00342_00287-1,
s_008um_00671_00139-1,
s_008um_00429_00757-1,
s_008um_00697_00123-1,Fibroblast
s_008um_00231_00712-1,Fibroblast
s_008um_00496_00200-1,
s_008um_00793_00648-1,Fibroblast
s_008um_00372_00465-1,
s_008um_00317_00093-1,Fibroblast
s_008um_00492_00038-1,
s_008um_00744_00658-1,Fibroblast
s_008um_00740_00594-1,Fibroblast
s_008um_00441_00738-1,
s_008um_00515_00255-1,
s_008um_00469_00246-1,
s_008um_00359_00688-1,Fibroblast
s_008um_00414_00087-1,
s_008um_00801_00124-1,MCF10A
s_008um_00476_00171-1,
s_008um_00146_00061-1,
s_008um_00454_00576-1,
s_008um_00164_00254-1,
s_008um_00791_00202-1,Fibroblast
s_008um_00329_00637-1,Fibroblast
s_008um_00711_00124-1,Fibroblast
s_008um_00524_00029-1,
s_008um_00231_00116-1,
s_008um_00651_00261-1,
s_008um_00792_00536-1,
s_008um_00301_00641-1,Fibroblast
s_008um_00787_00214-1,Fibroblast
s_008um_00283_00120-1,MCF10A
s_008um_00257_00241-1,Fibroblast
s_008um_00765_00131-1,Fibroblast
s_008um_00136_00109-1,
s_008um_00292_00523-1,
s_008um_00260_00752-1,Fibroblast
s_008um_00786_00126-1,Fibroblast
s_008um_00388_00029-1,
s_008um_00223_00661-1,MCF7
s_008um_00141_00198-1,
s_008um_00229_00247-1,
s_008um_00680_00050-1,
s_008um_00286_00801-1,
s_008um_00825_00188-1,Fibroblast
s_008um_00533_00597-1,
s_008um_00211_00080-1,
s_008um_00199_00583-1,Fibroblast
s_008um_00808_00534-1,
s_008um_00306_00608-1,Fibroblast
s_008um_00669_00157-1,
s_008um_00477_00249-1,
s_008um_00375_00471-1,
s_008um_00772_00167-1,Fibroblast
s_008um_00331_00311-1,
s_008um_00513_00508-1,
s_008um_00569_00616-1,
s_008um_00608_00802-1,
s_008um_00471_00359-1,
s_008um_00475_00001-1,
s_008um_00390_00182-1,Fibroblast
s_008um_00728_00735-1,Fibroblast
s_008um_00193_00161-1,
s_008um_00353_00563-1,MCF7
s_008um_00116_00076-1,
s_008um_00781_00739-1,Fibroblast
s_008um_00649_00186-1,
s_008um_00812_00097-1,Fibroblast
s_008um_00732_00477-1,
s_008um_00292_00161-1,Fibroblast
s_008um_00184_00655-1,
s_008um_00169_00041-1,
s_008um_00421_00026-1,
s_008um_00174_00618-1,
s_008um_00728_00046-1,
s_008um_00760_00595-1,Fibroblast
s_008um_00432_00520-1,
s_008um_00640_00059-1,
s_008um_00182_00666-1,
s_008um_00796_00556-1,Fibroblast
s_008um_00185_00218-1,
s_008um_00602_00544-1,
s_008um_00510_00597-1,
s_008um_00790_00238-1,Fibroblast
s_008um_00237_00453-1,
s_008um_00807_00316-1,
s_008um_00330_00600-1,Fibroblast
s_008um_00398_00327-1,
s_008um_00522_00074-1,
s_008um_00309_00463-1,
s_008um_00458_00074-1,
s_008um_00304_00558-1,Fibroblast
s_008um_00376_00042-1,
s_008um_00384_00557-1,Fibroblast
s_008um_00437_00704-1,
s_008um_00811_00318-1,
s_008um_00634_00744-1,Fibroblast
s_008um_00766_00665-1,Fibroblast
s_008um_00283_00329-1,
s_008um_00656_00569-1,Fibroblast
s_008um_00169_00071-1,
s_008um_00433_00254-1,
s_008um_00602_00196-1,
s_008um_00497_00016-1,
s_008um_00710_00508-1,
s_008um_00389_00177-1,Fibroblast
s_008um_00196_00337-1,
s_008um_00716_00293-1,
s_008um_00694_00777-1,
s_008um_00544_00017-1,
s_008um_00663_00306-1,
s_008um_00744_00150-1,Fibroblast
s_008um_00606_00581-1,
s_008um_00829_00154-1,Fibroblast
s_008um_00829_00669-1,Fibroblast
s_008um_00303_00768-1,Fibroblast
s_008um_00371_00393-1,
s_008um_00620_00675-1,
s_008um_00823_00281-1,Fibroblast
s_008um_00375_00184-1,Fibroblast
s_008um_00773_00338-1,
s_008um_00726_00179-1,Fibroblast
s_008um_00764_00244-1,Fibroblast
s_008um_00815_00640-1,Fibroblast
s_008um_00631_00093-1,
s_008um_00741_00267-1,Fibroblast
s_008um_00229_00377-1,
s_008um_00725_00574-1,Fibroblast
s_008um_00383_00589-1,Fibroblast
s_008um_00653_00116-1,
s_008um_00485_00476-1,
s_008um_00818_00580-1,Fibroblast
s_008um_00810_00168-1,Fibroblast
s_008um_00520_00215-1,
s_008um_00302_00504-1,
s_008um_00210_00245-1,
s_008um_00761_00073-1,Fibroblast
s_008um_00225_00583-1,Fibroblast
s_008um_00495_00053-1,
s_008um_00796_00075-1,Fibroblast
s_008um_00701_00095-1,Fibroblast
s_008um_00450_00597-1,
s_008um_00692_00284-1,
s_008um_00462_00142-1,
s_008um_00304_00765-1,Fibroblast
s_008um_00814_00488-1,
s_008um_00760_00294-1,
s_008um_00794_00282-1,Fibroblast
s_008um_00759_00696-1,Fibroblast
s_008um_00413_00153-1,
s_008um_00241_00650-1,Fibroblast
s_008um_00255_00632-1,MCF7
s_008um_00219_00377-1,
s_008um_00348_00221-1,Fibroblast
s_008um_00313_00076-1,Fibroblast
s_008um_00614_00688-1,
s_008um_00385_00037-1,
s_008um_00337_00100-1,Fibroblast
s_008um_00523_00164-1,
s_008um_00223_00784-1,
s_008um_00790_00799-1,
s_008um_00687_00167-1,Fibroblast
s_008um_00796_00706-1,Fibroblast
s_008um_00787_00296-1,
s_008um_00489_00227-1,
s_008um_00400_00012-1,
s_008um_00275_00282-1,
s_008um_00668_00254-1,
s_008um_00767_00634-1,MCF7
s_008um_00502_00194-1,
s_008um_00733_00718-1,Fibroblast
s_008um_00681_00030-1,
s_008um_00146_00161-1,
s_008um_00524_00199-1,
s_008um_00358_00512-1,
s_008um_00739_00086-1,Fibroblast
s_008um_00620_00721-1,
s_008um_00731_00583-1,Fibroblast
s_008um_00514_00742-1,
s_008um_00192_00654-1,Fibroblast
s_008um_00461_00155-1,
s_008um_00132_00302-1,
s_008um_00475_00200-1,
s_008um_00699_00639-1,Fibroblast
s_008um_00806_00701-1,Fibroblast
s_008um_00490_00702-1,
s_008um_00299_00273-1,Fibroblast
s_008um_00297_00435-1,
s_008um_00425_00085-1,
s_008um_00100_00092-1,
s_008um_00275_00802-1,
s_008um_00660_00771-1,
s_008um_00325_00556-1,Fibroblast
s_008um_00330_00129-1,Fibroblast
s_008um_00678_00637-1,Fibroblast
s_008um_00187_00033-1,
s_008um_00820_00752-1,Fibroblast
s_008um_00763_00798-1,
s_008um_00526_00297-1,
s_008um_00507_00209-1,
s_008um_00510_00234-1,
s_008um_00408_00543-1,
s_008um_00421_00240-1,
s_008um_00130_00662-1,
s_008um_00286_00003-1,
s_008um_00667_00079-1,
s_008um_00294_00348-1,
s_008um_00389_00223-1,Fibroblast
s_008um_00370_00556-1,Fibroblast
s_008um_00487_00187-1,
s_008um_00251_00667-1,Fibroblast
s_008um_00371_00024-1,
s_008um_00820_00091-1,Fibroblast
s_008um_00710_00282-1,
s_008um_00273_00267-1,Fibroblast
s_008um_00272_00554-1,
s_008um_00362_00115-1,MCF10A
s_008um_00403_00075-1,Fibroblast
s_008um_00256_00275-1,Fibroblast
s_008um_00384_00052-1,
s_008um_00740_00214-1,Fibroblast
s_008um_00179_00095-1,
s_008um_00231_00791-1,
s_008um_00674_00347-1,
s_008um_00330_00320-1,
s_008um_00365_00729-1,Fibroblast
s_008um_00377_00719-1,Fibroblast
s_008um_00476_00206-1,
s_008um_00457_00106-1,
s_008um_00286_00545-1,
s_008um_00641_00671-1,Fibroblast
s_008um_00097_00253-1,
s_008um_00721_00136-1,Fibroblast
s_008um_00613_00696-1,
s_008um_00464_00509-1,
s_008um_00758_00655-1,Fibroblast
s_008um_00585_00730-1,
s_008um_00597_00689-1,
s_008um_00294_00571-1,Fibroblast
s_008um_00265_00618-1,Fibroblast
s_008um_00679_00091-1,
s_008um_00376_00125-1,MCF10A
s_008um_00707_00584-1,Fibroblast
s_008um_00268_00783-1,
s_008um_00665_00274-1,
s_008um_00372_00138-1,MCF10A
s_008um_00642_00826-1,
s_008um_00237_00155-1,
s_008um_00375_00834-1,
s_008um_00297_00112-1,Fibroblast
s_008um_00234_00610-1,MCF7
s_008um_00670_00696-1,Fibroblast
s_008um_00324_00139-1,Fibroblast
s_008um_00492_00102-1,
s_008um_00286_00133-1,MCF7
s_008um_00284_00729-1,Fibroblast
s_008um_00683_00464-1,
s_008um_00225_00655-1,Fibroblast
s_008um_00674_00098-1,
s_008um_00640_00514-1,
s_008um_00703_00529-1,
s_008um_00286_00477-1,
s_008um_00105_00058-1,
s_008um_00751_00217-1,Fibroblast
s_008um_00691_00317-1,
s_008um_00719_00594-1,Fibroblast
s_008um_00636_00626-1,Fibroblast
s_008um_00270_00296-1,
s_008um_00678_00333-1,
s_008um_00302_00016-1,
s_008um_00835_00809-1,
s_008um_00831_00064-1,
s_008um_00097_00165-1,
s_008um_00321_00034-1,
s_008um_00757_00661-1,Fibroblast
s_008um_00692_00073-1,Fibroblast
s_008um_00256_00529-1,
s_008um_00833_00815-1,
s_008um_00650_00576-1,Fibroblast
s_008um_00790_00071-1,
s_008um_00771_00596-1,Fibroblast
s_008um_00807_00318-1,
s_008um_00672_00078-1,
s_008um_00301_00325-1,
s_008um_00518_00283-1,
s_008um_00253_00141-1,Fibroblast
s_008um_00327_00776-1,
s_008um_00207_00135-1,
s_008um_00320_00165-1,Fibroblast
s_008um_00209_00129-1,
s_008um_00318_00514-1,
s_008um_00804_00076-1,Fibroblast
s_008um_00248_00604-1,Fibroblast
s_008um_00251_00020-1,
s_008um_00244_00198-1,Fibroblast
s_008um_00705_00110-1,Fibroblast
s_008um_00435_00587-1,
s_008um_00527_00222-1,
s_008um_00705_00254-1,Fibroblast
s_008um_00282_00257-1,Fibroblast
s_008um_00803_00709-1,Fibroblast
s_008um_00348_00350-1,
s_008um_00334_00497-1,
s_008um_00458_00639-1,
s_008um_00284_00486-1,
s_008um_00708_00143-1,Fibroblast
s_008um_00394_00791-1,
s_008um_00636_00645-1,Fibroblast
s_008um_00262_00173-1,Fibroblast
s_008um_00366_00788-1,
s_008um_00776_00226-1,Fibroblast
s_008um_00293_00017-1,
s_008um_00823_00680-1,Fibroblast
s_008um_00661_00149-1,
s_008um_00512_00323-1,
s_008um_00589_00105-1,
s_008um_00733_00011-1,
s_008um_00571_00116-1,
s_008um_00173_00354-1,
s_008um_00464_00260-1,
s_008um_00704_00724-1,Fibroblast
s_008um_00361_00316-1,
s_008um_00286_00174-1,Fibroblast
s_008um_00276_00256-1,Fibroblast
s_008um_00383_00050-1,
s_008um_00329_00196-1,MCF10A
s_008um_00812_00338-1,
s_008um_00357_00569-1,Fibroblast
s_008um_00411_00719-1,Fibroblast
s_008um_00822_00166-1,Fibroblast
s_008um_00475_00583-1,
s_008um_00201_00178-1,
s_008um_00270_00765-1,Fibroblast
s_008um_00366_00795-1,
s_008um_00836_00585-1,Fibroblast
s_008um_00433_00149-1,
s_008um_00778_00537-1,
s_008um_00820_00054-1,
s_008um_00265_00256-1,Fibroblast
s_008um_00331_00314-1,
s_008um_00486_00779-1,
s_008um_00516_00162-1,
s_008um_00129_00147-1,
s_008um_00509_00636-1,
s_008um_00807_00818-1,
s_008um_00330_00000-1,
s_008um_00766_00728-1,Fibroblast
s_008um_00199_00575-1,Fibroblast
s_008um_00169_00767-1,
s_008um_00675_00766-1,
s_008um_00679_00615-1,Fibroblast
s_008um_00207_00756-1,Fibroblast
s_008um_00483_00081-1,
s_008um_00201_00777-1,
s_008um_00123_00165-1,
s_008um_00664_00030-1,
s_008um_00416_00703-1,
s_008um_00199_00703-1,Fibroblast
s_008um_00725_00129-1,Fibroblast
s_008um_00289_00236-1,Fibroblast
s_008um_00403_00114-1,Fibroblast
s_008um_00215_00731-1,Fibroblast
s_008um_00231_00579-1,Fibroblast
s_008um_00170_00530-1,
s_008um_00470_00169-1,
s_008um_00403_00275-1,Fibroblast
s_008um_00355_00349-1,
s_008um_00439_00223-1,
s_008um_00208_00256-1,
s_008um_00766_00698-1,Fibroblast
s_008um_00494_00238-1,
s_008um_00291_00550-1,
s_008um_00477_00555-1,
s_008um_00456_00572-1,
s_008um_00439_00301-1,
s_008um_00713_00574-1,Fibroblast
s_008um_00468_00131-1,
s_008um_00731_00188-1,MCF10A
s_008um_00719_00550-1,Fibroblast
s_008um_00351_00346-1,
s_008um_00367_00324-1,
s_008um_00158_00311-1,
s_008um_00099_00057-1,
s_008um_00391_00625-1,Fibroblast
s_008um_00248_00706-1,Fibroblast
s_008um_00730_00605-1,Fibroblast
s_008um_00812_00286-1,
s_008um_00749_00604-1,Fibroblast
s_008um_00221_00691-1,Fibroblast
s_008um_00685_00608-1,Fibroblast
s_008um_00191_00625-1,Fibroblast
s_008um_00167_00300-1,
s_008um_00701_00256-1,Fibroblast
s_008um_00457_00602-1,
s_008um_00185_00581-1,
s_008um_00737_00042-1,
s_008um_00150_00559-1,
s_008um_00404_00138-1,Fibroblast
s_008um_00252_00516-1,
s_008um_00520_00122-1,
s_008um_00615_00579-1,
s_008um_00176_00356-1,
s_008um_00540_00294-1,
s_008um_00772_00269-1,Fibroblast
s_008um_00799_00495-1,
s_008um_00779_00323-1,
s_008um_00294_00554-1,
s_008um_00718_00215-1,Fibroblast
s_008um_00677_00111-1,
s_008um_00252_00036-1,
s_008um_00252_00345-1,
s_008um_00612_00549-1,
s_008um_00342_00501-1,
s_008um_00505_00270-1,
s_008um_00446_00743-1,
s_008um_00829_00089-1,Fibroblast
s_008um_00362_00644-1,Fibroblast
s_008um_00832_00645-1,Fibroblast
s_008um_00318_00235-1,Fibroblast
s_008um_00191_00679-1,Fibroblast
s_008um_00539_00659-1,
s_008um_00266_00747-1,MCF7
s_008um_00431_00679-1,
s_008um_00719_00496-1,
s_008um_00818_00378-1,
s_008um_00395_00106-1,Fibroblast
s_008um_00815_00064-1,
s_008um_00222_00013-1,
s_008um_00822_00779-1,
s_008um_00344_00117-1,Fibroblast
s_008um_00193_00248-1,
s_008um_00306_00772-1,
s_008um_00313_00602-1,Fibroblast
s_008um_00310_00004-1,
s_008um_00191_00582-1,Fibroblast
s_008um_00236_00480-1,
s_008um_00787_00552-1,Fibroblast
s_008um_00256_00038-1,
s_008um_00427_00260-1,
s_008um_00333_00543-1,
s_008um_00435_00150-1,
s_008um_00791_00025-1,
s_008um_00190_00779-1,
s_008um_00342_00730-1,MCF7
s_008um_00689_00732-1,Fibroblast
s_008um_00188_00728-1,Fibroblast
s_008um_00267_00093-1,Fibroblast
s_008um_00642_00229-1,
s_008um_00747_00331-1,
s_008um_00672_00687-1,Fibroblast
s_008um_00337_00292-1,
s_008um_00154_00502-1,
s_008um_00198_00682-1,MCF7
s_008um_00337_00075-1,Fibroblast
s_008um_00213_00575-1,Fibroblast
s_008um_00342_00246-1,Fibroblast
s_008um_00526_00325-1,
s_008um_00636_00654-1,Fibroblast
s_008um_00723_00232-1,Fibroblast
s_008um_00759_00256-1,Fibroblast
s_008um_00613_00630-1,
s_008um_00640_00717-1,Fibroblast
s_008um_00413_00024-1,
s_008um_00160_00604-1,
s_008um_00648_00272-1,
s_008um_00255_00199-1,Fibroblast
s_008um_00261_00710-1,Fibroblast
s_008um_00422_00467-1,
s_008um_00342_00016-1,
s_008um_00253_00204-1,Fibroblast
s_008um_00344_00225-1,Fibroblast
s_008um_00376_00361-1,
s_008um_00825_00085-1,Fibroblast
s_008um_00227_00623-1,Fibroblast
s_008um_00704_00759-1,
s_008um_00155_00121-1,
s_008um_00438_00153-1,
s_008um_00783_00008-1,
s_008um_00193_00057-1,
s_008um_00614_00015-1,
s_008um_00187_00331-1,
s_008um_00196_00036-1,
s_008um_00204_00654-1,Fibroblast
s_008um_00219_00580-1,Fibroblast
s_008um_00228_00784-1,
s_008um_00399_00752-1,MCF7
s_008um_00703_00625-1,Fibroblast
s_008um_00289_00549-1,
s_008um_00365_00593-1,Fibroblast
s_008um_00375_00195-1,Fibroblast
s_008um_00525_00746-1,
s_008um_00226_00529-1,
s_008um_00332_00027-1,
s_008um_00634_00724-1,Fibroblast
s_008um_00292_00283-1,
s_008um_00434_00351-1,
s_008um_00336_00258-1,Fibroblast
s_008um_00709_00648-1,MCF7
s_008um_00263_00192-1,Fibroblast
s_008um_00769_00010-1,
s_008um_00806_00244-1,Fibroblast
s_008um_00263_00593-1,Fibroblast
s_008um_00464_00239-1,
s_008um_00435_00558-1,
s_008um_00762_00133-1,MCF10A
s_008um_00244_00324-1,
s_008um_00207_00632-1,Fibroblast
s_008um_00754_00091-1,Fibroblast
s_008um_00321_00018-1,
s_008um_00712_00093-1,Fibroblast
s_008um_00207_00542-1,
s_008um_00402_00148-1,Fibroblast
s_008um_00729_00285-1,
s_008um_00768_00172-1,Fibroblast
s_008um_00792_00759-1,
s_008um_00703_00166-1,Fibroblast
s_008um_00238_00146-1,
s_008um_00474_00579-1,
s_008um_00314_00489-1,
s_008um_00162_00486-1,
s_008um_00374_00522-1,
s_008um_00644_00246-1,
s_008um_00679_00800-1,
s_008um_00674_00637-1,Fibroblast
s_008um_00780_00062-1,
s_008um_00742_00576-1,Fibroblast
s_008um_00826_00507-1,
s_008um_00706_00310-1,
s_008um_00279_00721-1,Fibroblast
s_008um_00676_00259-1,
s_008um_00410_00323-1,
s_008um_00742_00070-1,
s_008um_00345_00507-1,
s_008um_00228_00663-1,Fibroblast
s_008um_00335_00438-1,
s_008um_00317_00330-1,
s_008um_00712_00658-1,MCF7
s_008um_00520_00114-1,
s_008um_00246_00247-1,Fibroblast
s_008um_00478_00232-1,
s_008um_00629_00739-1,Fibroblast
s_008um_00781_00557-1,Fibroblast
s_008um_00202_00028-1,
s_008um_00664_00584-1,Fibroblast
s_008um_00699_00286-1,
s_008um_00300_00277-1,Fibroblast
s_008um_00675_00547-1,Fibroblast
s_008um_00489_00281-1,
s_008um_00608_00741-1,
s_008um_00481_00017-1,
s_008um_00142_00286-1,
s_008um_00778_00050-1,
s_008um_00294_00639-1,Fibroblast
s_008um_00307_00170-1,Fibroblast
s_008um_00090_00276-1,
s_008um_00230_00370-1,
s_008um_00300_00032-1,
s_008um_00796_00559-1,Fibroblast
s_008um_00702_00632-1,Fibroblast
s_008um_00601_00698-1,
s_008um_00620_00230-1,
s_008um_00675_00490-1,
s_008um_00466_00266-1,
s_008um_00645_00515-1,
s_008um_00227_00393-1,
s_008um_00828_00642-1,Fibroblast
s_008um_00782_00157-1,Fibroblast
s_008um_00402_00179-1,Fibroblast
s_008um_00685_00183-1,Fibroblast
s_008um_00339_00128-1,Fibroblast
s_008um_00278_00148-1,MCF10A
s_008um_00542_00289-1,
s_008um_00362_00273-1,Fibroblast
s_008um_00342_00690-1,Fibroblast
s_008um_00307_00042-1,
s_008um_00331_00628-1,Fibroblast
s_008um_00427_00721-1,
s_008um_00190_00726-1,Fibroblast
s_008um_00397_00655-1,Fibroblast
s_008um_00801_00733-1,MCF10A
s_008um_00815_00510-1,
s_008um_00152_00056-1,
s_008um_00689_00114-1,Fibroblast
s_008um_00678_00092-1,
s_008um_00080_00213-1,
s_008um_00371_00075-1,Fibroblast
s_008um_00613_00729-1,
s_008um_00302_00755-1,Fibroblast
s_008um_00325_00061-1,
s_008um_00619_00539-1,
s_008um_00161_00705-1,
s_008um_00565_00571-1,
s_008um_00207_00558-1,Fibroblast
s_008um_00683_00329-1,
s_008um_00254_00244-1,Fibroblast
s_008um_00110_00018-1,
s_008um_00788_00763-1,
s_008um_00347_00555-1,Fibroblast
s_008um_00201_00217-1,
s_008um_00626_00626-1,Fibroblast
s_008um_00502_00219-1,
s_008um_00201_00004-1,
s_008um_00488_00230-1,
s_008um_00203_00344-1,
s_008um_00360_00217-1,Fibroblast
s_008um_00226_00033-1,
s_008um_00411_00002-1,
s_008um_00605_00693-1,
s_008um_00105_00288-1,
s_008um_00130_00519-1,
s_008um_00702_00477-1,
s_008um_00258_00503-1,
s_008um_00304_00273-1,Fibroblast
s_008um_00298_00732-1,Fibroblast
s_008um_00225_00653-1,MCF7
s_008um_00784_00733-1,Fibroblast
s_008um_00623_00234-1,
s_008um_00668_00192-1,
s_008um_00414_00041-1,
s_008um_00455_00738-1,
s_008um_00377_00335-1,
s_008um_00165_00594-1,
s_008um_00284_00156-1,Fibroblast
s_008um_00450_00121-1,
s_008um_00589_00682-1,
s_008um_00147_00701-1,
s_008um_00532_00057-1,
s_008um_00470_00204-1,
s_008um_00215_00682-1,Fibroblast
s_008um_00688_00782-1,
s_008um_00580_00048-1,
s_008um_00399_00130-1,Fibroblast
s_008um_00800_00571-1,Fibroblast
s_008um_00434_00714-1,
s_008um_00303_00730-1,Fibroblast
s_008um_00635_00340-1,
s_008um_00738_00710-1,Fibroblast
s_008um_00426_00034-1,
s_008um_00811_00283-1,
s_008um_00688_00543-1,Fibroblast
s_008um_00248_00576-1,Fibroblast
s_008um_00144_00219-1,
s_008um_00245_00597-1,Fibroblast
s_008um_00721_00635-1,Fibroblast
s_008um_00469_00676-1,
s_008um_00764_00493-1,
s_008um_00644_00186-1,
s_008um_00195_00620-1,Fibroblast
s_008um_00122_00601-1,
s_008um_00359_00167-1,Fibroblast
s_008um_00597_00716-1,
s_008um_00213_00317-1,
s_008um_00472_00246-1,
s_008um_00806_00833-1,
s_008um_00690_00060-1,
s_008um_00165_00623-1,
s_008um_00696_00642-1,Fibroblast
s_008um_00793_00176-1,Fibroblast
s_008um_00660_00341-1,
s_008um_00806_00237-1,Fibroblast
s_008um_00710_00700-1,Fibroblast
s_008um_00187_00633-1,Fibroblast
s_008um_00225_00458-1,
s_008um_00420_00588-1,
s_008um_00274_00188-1,Fibroblast
s_008um_00330_00824-1,
s_008um_00297_00123-1,MCF10A
s_008um_00645_00093-1,
s_008um_00460_00223-1,
s_008um_00496_00657-1,
s_008um_00177_00165-1,
s_008um_00464_00614-1,
s_008um_00656_00274-1,
s_008um_00259_00452-1,
s_008um_00218_00655-1,Fibroblast
s_008um_00750_00070-1,
s_008um_00762_00528-1,
s_008um_00583_00285-1,
s_008um_00427_00601-1,
s_008um_00769_00666-1,Fibroblast
s_008um_00473_00613-1,
s_008um_00188_00711-1,Fibroblast
s_008um_00354_00011-1,
s_008um_00415_00033-1,
s_008um_00644_00143-1,
s_008um_00426_00305-1,
s_008um_00293_00506-1,
s_008um_00334_00130-1,Fibroblast
s_008um_00395_00538-1,
s_008um_00391_00127-1,Fibroblast
s_008um_00162_00684-1,
s_008um_00444_00103-1,
s_008um_00785_00301-1,
s_008um_00263_00120-1,Fibroblast
s_008um_00544_00565-1,
s_008um_00174_00292-1,
s_008um_00735_00616-1,Fibroblast
s_008um_00441_00582-1,
s_008um_00346_00015-1,
s_008um_00815_00370-1,
s_008um_00489_00275-1,
s_008um_00336_00786-1,
s_008um_00804_00371-1,
s_008um_00808_00164-1,Fibroblast
s_008um_00455_00176-1,
s_008um_00478_00042-1,
s_008um_00730_00696-1,Fibroblast
s_008um_00720_00753-1,Fibroblast
s_008um_00752_00712-1,MCF7
s_008um_00578_00661-1,
s_008um_00235_00660-1,Fibroblast
s_008um_00690_00798-1,
s_008um_00325_00506-1,
s_008um_00157_00284-1,
s_008um_00420_00699-1,
s_008um_00710_00745-1,Fibroblast
s_008um_00654_00049-1,
s_008um_00278_00123-1,Fibroblast
s_008um_00446_00016-1,
s_008um_00352_00765-1,Fibroblast
s_008um_00635_00721-1,Fibroblast
s_008um_00241_00203-1,
s_008um_00746_00625-1,Fibroblast
s_008um_00645_00620-1,Fibroblast
s_008um_00335_00332-1,
s_008um_00775_00573-1,Fibroblast
s_008um_00688_00645-1,Fibroblast
s_008um_00148_00187-1,
s_008um_00362_00617-1,MCF7
s_008um_00763_00642-1,Fibroblast
s_008um_00420_00654-1,
s_008um_00775_00109-1,Fibroblast
