Barcode,CellType
s_008um_00733_00561-1,Fibroblast
s_008um_00433_00187-1,
s_008um_00767_00746-1,Fibroblast
s_008um_00748_00681-1,Fibroblast
s_008um_00745_00323-1,
s_008um_00306_00446-1,
s_008um_00377_00812-1,
s_008um_00447_00330-1,
s_008um_00702_00540-1,
s_008um_00771_00611-1,Fibroblast
s_008um_00115_00250-1,
s_008um_00105_00107-1,
s_008um_00398_00507-1,
s_008um_00660_00650-1,Fibroblast
s_008um_00699_00273-1,Fibroblast
s_008um_00762_00053-1,
s_008um_00205_00607-1,Fibroblast
s_008um_00350_00379-1,
s_008um_00711_00543-1,Fibroblast
s_008um_00206_00275-1,
s_008um_00509_00638-1,
s_008um_00404_00000-1,
s_008um_00572_00230-1,
s_008um_00418_00653-1,
s_008um_00424_00159-1,
s_008um_00803_00616-1,Fibroblast
s_008um_00696_00075-1,Fibroblast
s_008um_00154_00258-1,
s_008um_00411_00482-1,
s_008um_00520_00135-1,
s_008um_00442_00187-1,
s_008um_00760_00376-1,
s_008um_00715_00760-1,
s_008um_00224_00341-1,
s_008um_00607_00553-1,
s_008um_00306_00704-1,Fibroblast
s_008um_00127_00112-1,
s_008um_00568_00216-1,
s_008um_00768_00521-1,
s_008um_00197_00043-1,
s_008um_00166_00346-1,
s_008um_00390_00570-1,Fibroblast
s_008um_00217_00085-1,
s_008um_00451_00327-1,
s_008um_00695_00021-1,
s_008um_00414_00146-1,
s_008um_00814_00103-1,Fibroblast
s_008um_00116_00096-1,
s_008um_00191_00706-1,Fibroblast
s_008um_00413_00677-1,Fibroblast
s_008um_00311_00286-1,
s_008um_00706_00034-1,
s_008um_00403_00576-1,Fibroblast
s_008um_00720_00790-1,
s_008um_00186_00791-1,
s_008um_00198_00280-1,
s_008um_00330_00622-1,Fibroblast
s_008um_00280_00460-1,
s_008um_00388_00704-1,MCF7
s_008um_00677_00032-1,
s_008um_00438_00598-1,
s_008um_00433_00045-1,
s_008um_00534_00164-1,
s_008um_00390_00206-1,Fibroblast
s_008um_00446_00614-1,
s_008um_00776_00231-1,Fibroblast
s_008um_00284_00518-1,
s_008um_00794_00499-1,
s_008um_00662_00511-1,
s_008um_00170_00712-1,
s_008um_00644_00555-1,Fibroblast
s_008um_00476_00295-1,
s_008um_00755_00004-1,
s_008um_00433_00245-1,
s_008um_00818_00679-1,Fibroblast
s_008um_00729_00241-1,Fibroblast
s_008um_00283_00702-1,Fibroblast
s_008um_00469_00529-1,
s_008um_00360_00379-1,
s_008um_00269_00556-1,Fibroblast
s_008um_00154_00569-1,
s_008um_00117_00247-1,
s_008um_00170_00080-1,
s_008um_00362_00476-1,
s_008um_00327_00119-1,Fibroblast
s_008um_00302_00140-1,Fibroblast
s_008um_00648_00736-1,Fibroblast
s_008um_00320_00635-1,Fibroblast
s_008um_00614_00691-1,
s_008um_00160_00530-1,
s_008um_00288_00464-1,
s_008um_00339_00233-1,Fibroblast
s_008um_00333_00408-1,
s_008um_00122_00150-1,
s_008um_00494_00330-1,
s_008um_00676_00763-1,
s_008um_00733_00487-1,
s_008um_00679_00636-1,Fibroblast
s_008um_00601_00231-1,
s_008um_00376_00085-1,Fibroblast
s_008um_00191_00772-1,
s_008um_00321_00372-1,
s_008um_00430_00302-1,
s_008um_00749_00750-1,Fibroblast
s_008um_00184_00318-1,
s_008um_00538_00659-1,
s_008um_00750_00101-1,Fibroblast
s_008um_00398_00536-1,
s_008um_00324_00289-1,
s_008um_00631_00696-1,Fibroblast
s_008um_00745_00261-1,Fibroblast
s_008um_00714_00025-1,
s_008um_00745_00287-1,
s_008um_00395_00782-1,
s_008um_00404_00082-1,Fibroblast
s_008um_00167_00641-1,
s_008um_00379_00034-1,
s_008um_00647_00520-1,
s_008um_00249_00018-1,
s_008um_00278_00557-1,Fibroblast
s_008um_00409_00650-1,Fibroblast
s_008um_00285_00673-1,Fibroblast
s_008um_00430_00672-1,
s_008um_00365_00541-1,
s_008um_00362_00244-1,Fibroblast
s_008um_00805_00659-1,Fibroblast
s_008um_00258_00527-1,
s_008um_00830_00016-1,
s_008um_00175_00323-1,
s_008um_00708_00123-1,Fibroblast
s_008um_00425_00562-1,
s_008um_00419_00094-1,
s_008um_00421_00771-1,
s_008um_00509_00632-1,
s_008um_00308_00703-1,Fibroblast
s_008um_00490_00076-1,
s_008um_00381_00455-1,
s_008um_00640_00790-1,
s_008um_00177_00008-1,
s_008um_00329_00246-1,Fibroblast
s_008um_00521_00618-1,
s_008um_00439_00153-1,
s_008um_00200_00601-1,Fibroblast
s_008um_00832_00005-1,
s_008um_00347_00338-1,
s_008um_00307_00656-1,Fibroblast
s_008um_00267_00667-1,Fibroblast
s_008um_00238_00173-1,
s_008um_00553_00331-1,
s_008um_00347_00179-1,Fibroblast
s_008um_00317_00263-1,Fibroblast
s_008um_00463_00336-1,
s_008um_00331_00515-1,
s_008um_00214_00719-1,MCF7
s_008um_00788_00691-1,Fibroblast
s_008um_00250_00522-1,
s_008um_00387_00053-1,
s_008um_00494_00023-1,
s_008um_00561_00383-1,
s_008um_00682_00721-1,Fibroblast
s_008um_00229_00741-1,Fibroblast
s_008um_00832_00047-1,
s_008um_00347_00208-1,MCF7
s_008um_00590_00669-1,
s_008um_00792_00823-1,
s_008um_00428_00725-1,
s_008um_00392_00047-1,
s_008um_00604_00464-1,
s_008um_00748_00683-1,Fibroblast
s_008um_00665_00531-1,
s_008um_00750_00323-1,
s_008um_00239_00679-1,MCF7
s_008um_00299_00152-1,Fibroblast
s_008um_00174_00294-1,
s_008um_00389_00196-1,Fibroblast
s_008um_00783_00321-1,
s_008um_00185_00064-1,
s_008um_00822_00776-1,
s_008um_00412_00806-1,
s_008um_00173_00105-1,
s_008um_00495_00146-1,
s_008um_00311_00146-1,Fibroblast
s_008um_00691_00295-1,
s_008um_00642_00759-1,
s_008um_00627_00754-1,Fibroblast
s_008um_00822_00294-1,
s_008um_00305_00559-1,Fibroblast
s_008um_00649_00510-1,
s_008um_00661_00010-1,
s_008um_00526_00082-1,
s_008um_00425_00290-1,
s_008um_00129_00100-1,
s_008um_00227_00587-1,Fibroblast
s_008um_00762_00340-1,
s_008um_00224_00241-1,
s_008um_00596_00652-1,
s_008um_00430_00605-1,
s_008um_00169_00650-1,
s_008um_00227_00188-1,
s_008um_00837_00091-1,Fibroblast
s_008um_00225_00762-1,Fibroblast
s_008um_00435_00576-1,
s_008um_00289_00718-1,Fibroblast
s_008um_00659_00309-1,
s_008um_00830_00569-1,Fibroblast
s_008um_00351_00372-1,
s_008um_00256_00098-1,Fibroblast
s_008um_00313_00550-1,
s_008um_00628_00699-1,Fibroblast
s_008um_00284_00479-1,
s_008um_00219_00346-1,
s_008um_00260_00653-1,Fibroblast
s_008um_00379_00031-1,
s_008um_00357_00268-1,Fibroblast
s_008um_00278_00699-1,Fibroblast
s_008um_00815_00303-1,
s_008um_00395_00554-1,
s_008um_00698_00349-1,
s_008um_00406_00196-1,
s_008um_00467_00620-1,
s_008um_00390_00517-1,
s_008um_00566_00176-1,
s_008um_00744_00210-1,MCF10A
s_008um_00156_00174-1,
s_008um_00251_00695-1,MCF7
s_008um_00818_00758-1,
s_008um_00442_00572-1,
s_008um_00182_00610-1,
s_008um_00390_00551-1,
s_008um_00790_00798-1,
s_008um_00732_00360-1,
s_008um_00608_00261-1,
s_008um_00168_00026-1,
s_008um_00281_00582-1,Fibroblast
s_008um_00193_00250-1,
s_008um_00153_00616-1,
s_008um_00742_00703-1,Fibroblast
s_008um_00655_00184-1,
s_008um_00791_00255-1,Fibroblast
s_008um_00222_00344-1,
s_008um_00392_00232-1,Fibroblast
s_008um_00663_00303-1,
s_008um_00715_00044-1,
s_008um_00795_00160-1,Fibroblast
s_008um_00495_00066-1,
s_008um_00224_00641-1,Fibroblast
s_008um_00691_00028-1,
s_008um_00275_00691-1,Fibroblast
s_008um_00322_00036-1,
s_008um_00596_00189-1,
s_008um_00724_00246-1,Fibroblast
s_008um_00117_00244-1,
s_008um_00498_00130-1,
s_008um_00573_00567-1,
s_008um_00174_00749-1,
s_008um_00411_00732-1,MCF7
s_008um_00284_00490-1,
s_008um_00142_00295-1,
s_008um_00341_00494-1,
s_008um_00223_00456-1,
s_008um_00355_00264-1,Fibroblast
s_008um_00625_00207-1,
s_008um_00310_00310-1,
s_008um_00467_00558-1,
s_008um_00752_00521-1,
s_008um_00421_00620-1,
s_008um_00392_00653-1,Fibroblast
s_008um_00384_00286-1,
s_008um_00785_00638-1,MCF7
s_008um_00266_00340-1,
s_008um_00259_00345-1,
s_008um_00434_00211-1,
s_008um_00350_00372-1,
s_008um_00152_00171-1,
s_008um_00180_00285-1,
s_008um_00666_00124-1,
s_008um_00722_00631-1,Fibroblast
s_008um_00193_00125-1,
s_008um_00383_00020-1,
s_008um_00423_00217-1,
s_008um_00164_00300-1,
s_008um_00343_00317-1,
s_008um_00165_00698-1,
s_008um_00672_00555-1,Fibroblast
s_008um_00389_00199-1,Fibroblast
s_008um_00836_00766-1,
s_008um_00656_00310-1,
s_008um_00628_00111-1,
s_008um_00796_00125-1,Fibroblast
s_008um_00611_00749-1,
s_008um_00304_00493-1,
s_008um_00717_00260-1,Fibroblast
s_008um_00636_00551-1,Fibroblast
s_008um_00649_00212-1,
s_008um_00616_00719-1,
s_008um_00791_00108-1,Fibroblast
s_008um_00223_00043-1,
s_008um_00788_00037-1,
s_008um_00581_00687-1,
s_008um_00210_00543-1,
s_008um_00307_00782-1,
s_008um_00719_00304-1,
s_008um_00195_00689-1,Fibroblast
s_008um_00246_00625-1,Fibroblast
s_008um_00811_00250-1,Fibroblast
s_008um_00477_00212-1,
s_008um_00276_00213-1,Fibroblast
s_008um_00290_00572-1,Fibroblast
s_008um_00341_00716-1,Fibroblast
s_008um_00382_00732-1,Fibroblast
s_008um_00273_00551-1,
s_008um_00118_00242-1,
s_008um_00255_00030-1,
s_008um_00150_00494-1,
s_008um_00729_00113-1,Fibroblast
s_008um_00323_00334-1,
s_008um_00430_00061-1,
s_008um_00460_00195-1,
s_008um_00473_00111-1,
s_008um_00715_00553-1,Fibroblast
s_008um_00301_00119-1,Fibroblast
s_008um_00266_00638-1,Fibroblast
s_008um_00113_00141-1,
s_008um_00161_00566-1,
s_008um_00778_00309-1,
s_008um_00239_00207-1,
s_008um_00435_00172-1,
s_008um_00798_00810-1,
s_008um_00468_00707-1,
s_008um_00674_00327-1,
s_008um_00672_00200-1,
s_008um_00163_00741-1,
s_008um_00698_00730-1,Fibroblast
s_008um_00416_00500-1,
s_008um_00642_00628-1,Fibroblast
s_008um_00676_00032-1,
s_008um_00352_00729-1,MCF7
s_008um_00299_00080-1,Fibroblast
s_008um_00228_00756-1,Fibroblast
s_008um_00277_00268-1,Fibroblast
s_008um_00731_00113-1,Fibroblast
s_008um_00786_00150-1,Fibroblast
s_008um_00814_00050-1,
s_008um_00809_00139-1,Fibroblast
s_008um_00206_00124-1,
s_008um_00179_00693-1,
s_008um_00657_00618-1,MCF7
s_008um_00800_00195-1,Fibroblast
s_008um_00474_00338-1,
s_008um_00745_00049-1,
s_008um_00242_00359-1,
s_008um_00546_00358-1,
s_008um_00729_00219-1,Fibroblast
s_008um_00511_00245-1,
s_008um_00366_00633-1,Fibroblast
s_008um_00281_00745-1,Fibroblast
s_008um_00171_00212-1,
s_008um_00409_00530-1,
s_008um_00773_00328-1,
s_008um_00214_00604-1,Fibroblast
s_008um_00626_00627-1,Fibroblast
s_008um_00721_00549-1,Fibroblast
s_008um_00256_00793-1,
s_008um_00613_00191-1,
s_008um_00252_00070-1,Fibroblast
s_008um_00656_00708-1,Fibroblast
s_008um_00407_00512-1,
s_008um_00635_00048-1,
s_008um_00272_00690-1,Fibroblast
s_008um_00143_00533-1,
s_008um_00640_00267-1,
s_008um_00719_00680-1,Fibroblast
s_008um_00238_00153-1,
s_008um_00362_00238-1,Fibroblast
s_008um_00178_00002-1,
s_008um_00567_00619-1,
s_008um_00510_00552-1,
s_008um_00192_00098-1,
s_008um_00375_00218-1,MCF10A
s_008um_00266_00578-1,Fibroblast
s_008um_00316_00187-1,MCF10A
s_008um_00475_00277-1,
s_008um_00212_00556-1,Fibroblast
s_008um_00202_00305-1,
s_008um_00450_00713-1,
s_008um_00654_00138-1,
s_008um_00334_00473-1,
s_008um_00711_00471-1,
s_008um_00206_00075-1,
s_008um_00456_00180-1,
s_008um_00751_00133-1,MCF7
s_008um_00534_00147-1,
s_008um_00449_00280-1,
s_008um_00824_00193-1,Fibroblast
s_008um_00458_00142-1,
s_008um_00718_00331-1,
s_008um_00834_00324-1,
s_008um_00328_00172-1,Fibroblast
s_008um_00798_00626-1,Fibroblast
s_008um_00282_00738-1,Fibroblast
s_008um_00821_00155-1,Fibroblast
s_008um_00756_00531-1,
s_008um_00494_00666-1,
s_008um_00430_00173-1,
s_008um_00292_00097-1,Fibroblast
s_008um_00304_00784-1,
s_008um_00321_00725-1,Fibroblast
s_008um_00294_00791-1,
s_008um_00796_00566-1,Fibroblast
s_008um_00479_00107-1,
s_008um_00123_00077-1,
s_008um_00734_00307-1,
s_008um_00531_00024-1,
s_008um_00341_00615-1,Fibroblast
s_008um_00277_00170-1,Fibroblast
s_008um_00718_00017-1,
s_008um_00371_00523-1,
s_008um_00793_00701-1,Fibroblast
s_008um_00630_00572-1,Fibroblast
s_008um_00458_00691-1,
s_008um_00484_00668-1,
s_008um_00406_00065-1,
s_008um_00753_00647-1,Fibroblast
s_008um_00464_00687-1,
s_008um_00187_00585-1,
s_008um_00214_00790-1,
s_008um_00178_00505-1,
s_008um_00159_00293-1,
s_008um_00260_00654-1,Fibroblast
s_008um_00705_00707-1,Fibroblast
s_008um_00175_00643-1,
s_008um_00704_00281-1,Fibroblast
s_008um_00413_00176-1,
s_008um_00102_00084-1,
s_008um_00386_00224-1,Fibroblast
s_008um_00501_00177-1,
s_008um_00606_00614-1,
s_008um_00364_00017-1,
s_008um_00704_00605-1,Fibroblast
s_008um_00097_00235-1,
s_008um_00782_00611-1,MCF7
s_008um_00183_00349-1,
s_008um_00443_00120-1,
s_008um_00698_00621-1,Fibroblast
s_008um_00217_00644-1,Fibroblast
s_008um_00837_00751-1,Fibroblast
s_008um_00786_00277-1,Fibroblast
s_008um_00770_00330-1,
s_008um_00807_00504-1,
s_008um_00140_00204-1,
s_008um_00240_00100-1,
s_008um_00812_00023-1,
s_008um_00293_00183-1,Fibroblast
s_008um_00437_00200-1,
s_008um_00242_00184-1,Fibroblast
s_008um_00158_00535-1,
s_008um_00249_00220-1,Fibroblast
s_008um_00667_00745-1,Fibroblast
s_008um_00537_00571-1,
s_008um_00748_00615-1,Fibroblast
s_008um_00614_00221-1,
s_008um_00210_00347-1,
s_008um_00734_00700-1,MCF7
s_008um_00450_00037-1,
s_008um_00292_00181-1,Fibroblast
s_008um_00465_00722-1,
s_008um_00731_00637-1,Fibroblast
s_008um_00277_00319-1,
s_008um_00232_00688-1,Fibroblast
s_008um_00733_00729-1,Fibroblast
s_008um_00640_00527-1,
s_008um_00302_00775-1,
s_008um_00162_00293-1,
s_008um_00781_00582-1,Fibroblast
s_008um_00359_00644-1,MCF7
s_008um_00670_00155-1,
s_008um_00742_00251-1,Fibroblast
s_008um_00292_00056-1,
s_008um_00636_00223-1,
s_008um_00442_00290-1,
s_008um_00704_00178-1,Fibroblast
s_008um_00389_00706-1,Fibroblast
s_008um_00826_00352-1,
s_008um_00637_00619-1,Fibroblast
s_008um_00679_00725-1,Fibroblast
s_008um_00080_00261-1,
s_008um_00693_00495-1,
s_008um_00273_00059-1,
s_008um_00605_00741-1,
s_008um_00261_00207-1,Fibroblast
s_008um_00740_00083-1,Fibroblast
s_008um_00309_00460-1,
s_008um_00684_00233-1,Fibroblast
s_008um_00496_00037-1,
s_008um_00355_00120-1,MCF7
s_008um_00262_00613-1,Fibroblast
s_008um_00529_00239-1,
s_008um_00740_00674-1,Fibroblast
s_008um_00131_00092-1,
s_008um_00401_00251-1,Fibroblast
s_008um_00703_00605-1,Fibroblast
s_008um_00644_00346-1,
s_008um_00235_00247-1,
s_008um_00753_00296-1,
s_008um_00312_00607-1,Fibroblast
s_008um_00794_00661-1,Fibroblast
s_008um_00767_00332-1,
s_008um_00241_00049-1,
s_008um_00406_00765-1,Fibroblast
s_008um_00717_00113-1,Fibroblast
s_008um_00125_00279-1,
s_008um_00381_00221-1,Fibroblast
s_008um_00684_00219-1,Fibroblast
s_008um_00665_00220-1,
s_008um_00432_00324-1,
s_008um_00766_00510-1,
s_008um_00258_00551-1,
s_008um_00277_00590-1,MCF7
s_008um_00395_00013-1,
s_008um_00324_00002-1,
s_008um_00726_00770-1,
s_008um_00254_00061-1,
s_008um_00567_00327-1,
s_008um_00439_00107-1,
s_008um_00794_00678-1,Fibroblast
s_008um_00716_00257-1,Fibroblast
s_008um_00267_00169-1,Fibroblast
s_008um_00665_00654-1,Fibroblast
s_008um_00656_00722-1,Fibroblast
s_008um_00210_00293-1,
s_008um_00154_00624-1,
s_008um_00694_00707-1,Fibroblast
s_008um_00206_00340-1,
s_008um_00720_00158-1,Fibroblast
s_008um_00338_00326-1,
s_008um_00630_00294-1,
s_008um_00626_00535-1,
s_008um_00645_00550-1,Fibroblast
s_008um_00282_00514-1,
s_008um_00136_00279-1,
s_008um_00766_00833-1,
s_008um_00750_00620-1,Fibroblast
s_008um_00692_00665-1,Fibroblast
s_008um_00139_00651-1,
s_008um_00690_00265-1,Fibroblast
s_008um_00244_00306-1,
s_008um_00802_00256-1,Fibroblast
s_008um_00824_00040-1,
s_008um_00521_00114-1,
s_008um_00634_00600-1,Fibroblast
s_008um_00573_00576-1,
s_008um_00808_00579-1,Fibroblast
s_008um_00348_00778-1,
s_008um_00261_00185-1,Fibroblast
s_008um_00649_00589-1,Fibroblast
s_008um_00418_00138-1,
s_008um_00408_00623-1,MCF7
s_008um_00630_00786-1,
s_008um_00820_00069-1,
s_008um_00724_00589-1,Fibroblast
s_008um_00420_00106-1,
s_008um_00418_00570-1,
s_008um_00776_00583-1,Fibroblast
s_008um_00703_00029-1,
s_008um_00694_00623-1,Fibroblast
s_008um_00609_00728-1,
s_008um_00195_00711-1,Fibroblast
s_008um_00589_00298-1,
s_008um_00288_00784-1,
s_008um_00201_00578-1,Fibroblast
s_008um_00314_00579-1,Fibroblast
s_008um_00663_00206-1,
s_008um_00739_00208-1,MCF10A
s_008um_00754_00831-1,
s_008um_00487_00259-1,
s_008um_00161_00042-1,
s_008um_00646_00307-1,
s_008um_00614_00147-1,
s_008um_00307_00019-1,
s_008um_00626_00729-1,Fibroblast
s_008um_00333_00498-1,
s_008um_00426_00659-1,
s_008um_00443_00083-1,
s_008um_00208_00303-1,
s_008um_00830_00112-1,Fibroblast
s_008um_00226_00114-1,
s_008um_00353_00733-1,Fibroblast
s_008um_00355_00637-1,Fibroblast
s_008um_00493_00101-1,
s_008um_00703_00725-1,Fibroblast
s_008um_00371_00503-1,
s_008um_00124_00150-1,
s_008um_00142_00108-1,
s_008um_00339_00028-1,
s_008um_00461_00128-1,
s_008um_00816_00639-1,Fibroblast
s_008um_00769_00054-1,
s_008um_00349_00659-1,Fibroblast
s_008um_00528_00298-1,
s_008um_00766_00627-1,Fibroblast
s_008um_00473_00086-1,
s_008um_00660_00690-1,Fibroblast
s_008um_00415_00192-1,
s_008um_00821_00774-1,
s_008um_00644_00718-1,Fibroblast
s_008um_00321_00337-1,
s_008um_00396_00633-1,Fibroblast
s_008um_00651_00600-1,Fibroblast
s_008um_00702_00141-1,Fibroblast
s_008um_00377_00726-1,MCF7
s_008um_00615_00252-1,
s_008um_00251_00657-1,Fibroblast
s_008um_00665_00585-1,Fibroblast
s_008um_00751_00750-1,Fibroblast
s_008um_00820_00698-1,Fibroblast
s_008um_00421_00767-1,
s_008um_00181_00300-1,
s_008um_00225_00658-1,Fibroblast
s_008um_00606_00186-1,
s_008um_00725_00308-1,
s_008um_00291_00307-1,
s_008um_00253_00024-1,
s_008um_00743_00300-1,
s_008um_00322_00025-1,
s_008um_00770_00296-1,
s_008um_00330_00526-1,
s_008um_00156_00708-1,
s_008um_00297_00508-1,
s_008um_00639_00306-1,
s_008um_00564_00693-1,
s_008um_00298_00099-1,Fibroblast
s_008um_00262_00257-1,Fibroblast
s_008um_00775_00265-1,Fibroblast
s_008um_00328_00160-1,Fibroblast
s_008um_00411_00296-1,
s_008um_00787_00201-1,Fibroblast
s_008um_00832_00717-1,Fibroblast
s_008um_00732_00708-1,Fibroblast
s_008um_00336_00616-1,Fibroblast
s_008um_00221_00337-1,
s_008um_00637_00511-1,
s_008um_00428_00061-1,
s_008um_00286_00695-1,Fibroblast
s_008um_00183_00513-1,
s_008um_00347_00657-1,Fibroblast
s_008um_00366_00222-1,Fibroblast
s_008um_00310_00141-1,Fibroblast
s_008um_00508_00081-1,
s_008um_00751_00835-1,
s_008um_00268_00348-1,
s_008um_00200_00152-1,
s_008um_00245_00292-1,
s_008um_00274_00483-1,
s_008um_00236_00611-1,Fibroblast
s_008um_00714_00683-1,Fibroblast
s_008um_00630_00530-1,
s_008um_00587_00315-1,
s_008um_00247_00645-1,Fibroblast
s_008um_00274_00594-1,MCF7
s_008um_00691_00654-1,MCF7
s_008um_00138_00636-1,
s_008um_00773_00630-1,MCF7
s_008um_00462_00406-1,
s_008um_00684_00569-1,Fibroblast
s_008um_00146_00215-1,
s_008um_00621_00327-1,
s_008um_00698_00059-1,
s_008um_00790_00622-1,Fibroblast
s_008um_00396_00474-1,
s_008um_00800_00712-1,Fibroblast
s_008um_00259_00696-1,Fibroblast
s_008um_00726_00065-1,
s_008um_00824_00494-1,
s_008um_00734_00245-1,Fibroblast
s_008um_00621_00551-1,
s_008um_00740_00692-1,Fibroblast
s_008um_00770_00835-1,
s_008um_00730_00473-1,
s_008um_00162_00038-1,
s_008um_00665_00717-1,Fibroblast
s_008um_00691_00121-1,Fibroblast
s_008um_00309_00578-1,Fibroblast
s_008um_00770_00663-1,Fibroblast
s_008um_00725_00069-1,
s_008um_00327_00635-1,Fibroblast
s_008um_00522_00625-1,
s_008um_00366_00013-1,
s_008um_00648_00807-1,
s_008um_00750_00560-1,MCF7
s_008um_00502_00552-1,
s_008um_00319_00587-1,Fibroblast
s_008um_00487_00149-1,
s_008um_00437_00610-1,
s_008um_00426_00350-1,
s_008um_00398_00109-1,Fibroblast
s_008um_00716_00586-1,Fibroblast
s_008um_00187_00159-1,
s_008um_00652_00579-1,Fibroblast
s_008um_00750_00048-1,
s_008um_00386_00788-1,
s_008um_00690_00284-1,
s_008um_00225_00601-1,MCF10A
s_008um_00471_00224-1,
s_008um_00347_00620-1,Fibroblast
s_008um_00535_00199-1,
s_008um_00346_00646-1,Fibroblast
s_008um_00262_00687-1,MCF7
s_008um_00145_00646-1,
s_008um_00472_00318-1,
s_008um_00133_00587-1,
s_008um_00218_00736-1,Fibroblast
s_008um_00372_00674-1,MCF7
s_008um_00716_00600-1,Fibroblast
s_008um_00773_00239-1,Fibroblast
s_008um_00769_00579-1,Fibroblast
s_008um_00178_00112-1,
s_008um_00826_00691-1,Fibroblast
s_008um_00726_00535-1,
s_008um_00527_00036-1,
s_008um_00802_00089-1,Fibroblast
s_008um_00515_00644-1,
s_008um_00827_00293-1,
s_008um_00267_00640-1,MCF7
s_008um_00244_00789-1,
s_008um_00213_00376-1,
s_008um_00783_00518-1,
s_008um_00715_00568-1,Fibroblast
s_008um_00692_00258-1,Fibroblast
s_008um_00830_00009-1,
s_008um_00439_00300-1,
s_008um_00304_00467-1,
s_008um_00262_00794-1,
s_008um_00255_00661-1,Fibroblast
s_008um_00622_00572-1,
s_008um_00246_00795-1,
s_008um_00228_00505-1,
s_008um_00794_00122-1,Fibroblast
s_008um_00198_00012-1,
s_008um_00110_00656-1,
s_008um_00238_00051-1,
s_008um_00673_00144-1,
s_008um_00624_00330-1,
s_008um_00702_00059-1,
s_008um_00345_00152-1,Fibroblast
s_008um_00788_00297-1,
s_008um_00618_00807-1,
s_008um_00383_00007-1,
s_008um_00478_00255-1,
s_008um_00307_00209-1,Fibroblast
s_008um_00740_00115-1,Fibroblast
s_008um_00438_00710-1,
s_008um_00663_00213-1,
s_008um_00280_00034-1,
s_008um_00175_00519-1,
s_008um_00585_00190-1,
s_008um_00664_00308-1,
s_008um_00595_00223-1,
s_008um_00394_00337-1,
s_008um_00216_00001-1,
s_008um_00680_00721-1,Fibroblast
s_008um_00608_00188-1,
s_008um_00157_00271-1,
s_008um_00331_00137-1,Fibroblast
s_008um_00260_00368-1,
s_008um_00345_00112-1,MCF10A
s_008um_00705_00661-1,Fibroblast
s_008um_00513_00686-1,
s_008um_00128_00086-1,
s_008um_00270_00211-1,Fibroblast
s_008um_00374_00741-1,Fibroblast
s_008um_00417_00584-1,
s_008um_00740_00705-1,Fibroblast
s_008um_00303_00122-1,Fibroblast
s_008um_00135_00055-1,
s_008um_00675_00066-1,
s_008um_00796_00718-1,MCF7
s_008um_00590_00634-1,
s_008um_00662_00693-1,Fibroblast
s_008um_00179_00663-1,
s_008um_00380_00616-1,MCF7
s_008um_00382_00199-1,Fibroblast
s_008um_00817_00486-1,
s_008um_00704_00537-1,
s_008um_00701_00648-1,Fibroblast
s_008um_00617_00153-1,
s_008um_00253_00627-1,Fibroblast
s_008um_00698_00566-1,Fibroblast
s_008um_00720_00143-1,Fibroblast
s_008um_00353_00539-1,
s_008um_00745_00557-1,MCF7
s_008um_00394_00055-1,
s_008um_00356_00172-1,Fibroblast
s_008um_00195_00578-1,Fibroblast
s_008um_00736_00634-1,Fibroblast
s_008um_00461_00605-1,
s_008um_00150_00635-1,
s_008um_00152_00652-1,
s_008um_00138_00045-1,
s_008um_00313_00624-1,Fibroblast
s_008um_00765_00481-1,
s_008um_00465_00633-1,
s_008um_00495_00114-1,
s_008um_00366_00681-1,Fibroblast
s_008um_00285_00272-1,Fibroblast
s_008um_00486_00080-1,
s_008um_00244_00708-1,Fibroblast
s_008um_00494_00339-1,
s_008um_00633_00740-1,Fibroblast
s_008um_00619_00811-1,
s_008um_00229_00546-1,
s_008um_00752_00725-1,Fibroblast
s_008um_00756_00682-1,Fibroblast
s_008um_00600_00603-1,
s_008um_00749_00310-1,
s_008um_00738_00071-1,
s_008um_00359_00143-1,Fibroblast
s_008um_00093_00302-1,
s_008um_00770_00700-1,Fibroblast
s_008um_00777_00224-1,Fibroblast
s_008um_00504_00210-1,
s_008um_00744_00348-1,
s_008um_00283_00003-1,
s_008um_00750_00741-1,Fibroblast
s_008um_00801_00273-1,Fibroblast
s_008um_00156_00632-1,
s_008um_00335_00139-1,Fibroblast
s_008um_00134_00063-1,
s_008um_00711_00602-1,Fibroblast
s_008um_00644_00128-1,
s_008um_00164_00690-1,
s_008um_00391_00458-1,
