Barcode,PrintPattern
s_008um_00500_00801-1,
s_008um_00165_00521-1,
s_008um_00655_00241-1,Pattern_3
s_008um_00577_00068-1,
s_008um_00724_00321-1,
s_008um_00092_00284-1,MCF10A_CTRL
s_008um_00791_00659-1,
s_008um_00171_00681-1,Fibroblast_CTRL
s_008um_00281_00192-1,
s_008um_00630_00155-1,Pattern_3
s_008um_00208_00650-1,
s_008um_00599_00638-1,Random_3
s_008um_00205_00728-1,Fibroblast_CTRL
s_008um_00145_00205-1,MCF10A_CTRL
s_008um_00631_00273-1,Pattern_3
s_008um_00474_00324-1,
s_008um_00479_00265-1,
s_008um_00639_00387-1,
s_008um_00374_00030-1,
s_008um_00704_00129-1,
s_008um_00783_00286-1,
s_008um_00131_00834-1,Fibroblast_CTRL
s_008um_00647_00657-1,Random_3
s_008um_00723_00203-1,
s_008um_00536_00669-1,Random_3
s_008um_00227_00109-1,
s_008um_00315_00457-1,
s_008um_00674_00245-1,Pattern_3
s_008um_00428_00254-1,
s_008um_00569_00830-1,
s_008um_00627_00050-1,
s_008um_00727_00134-1,
s_008um_00685_00581-1,
s_008um_00597_00044-1,
s_008um_00512_00245-1,
s_008um_00146_00217-1,MCF10A_CTRL
s_008um_00648_00104-1,Pattern_3
s_008um_00231_00503-1,
s_008um_00639_00476-1,
s_008um_00788_00280-1,
s_008um_00204_00836-1,Fibroblast_CTRL
s_008um_00542_00525-1,
s_008um_00495_00274-1,
s_008um_00222_00571-1,MCF7_CTRL
s_008um_00524_00206-1,
s_008um_00572_00734-1,Random_3
s_008um_00069_00144-1,MCF10A_CTRL
s_008um_00390_00144-1,
s_008um_00749_00521-1,
s_008um_00735_00638-1,
s_008um_00577_00712-1,Random_3
s_008um_00642_00500-1,
s_008um_00669_00338-1,
s_008um_00666_00783-1,
s_008um_00814_00481-1,
s_008um_00046_00285-1,MCF10A_CTRL
s_008um_00592_00821-1,
s_008um_00634_00688-1,Random_3
s_008um_00558_00612-1,Random_3
s_008um_00586_00608-1,Random_3
s_008um_00723_00698-1,
s_008um_00614_00796-1,
s_008um_00705_00760-1,
s_008um_00355_00298-1,
s_008um_00655_00550-1,Random_3
s_008um_00152_00458-1,
s_008um_00100_00670-1,
s_008um_00112_00235-1,MCF10A_CTRL
s_008um_00740_00192-1,
s_008um_00567_00603-1,Random_3
s_008um_00504_00818-1,
s_008um_00291_00149-1,
s_008um_00398_00187-1,
s_008um_00590_00691-1,Random_3
s_008um_00387_00203-1,
s_008um_00710_00694-1,
s_008um_00607_00552-1,Random_3
s_008um_00677_00375-1,
s_008um_00560_00562-1,Random_3
s_008um_00538_00497-1,
s_008um_00063_00238-1,MCF10A_CTRL
s_008um_00699_00344-1,
s_008um_00626_00687-1,Random_3
s_008um_00770_00224-1,
s_008um_00385_00243-1,
s_008um_00242_00423-1,
s_008um_00671_00326-1,
s_008um_00414_00737-1,
s_008um_00826_00210-1,
s_008um_00647_00367-1,
s_008um_00374_00079-1,
s_008um_00172_00755-1,Fibroblast_CTRL
s_008um_00115_00259-1,MCF10A_CTRL
s_008um_00213_00808-1,Fibroblast_CTRL
s_008um_00705_00725-1,
s_008um_00159_00212-1,MCF10A_CTRL
s_008um_00151_00769-1,Fibroblast_CTRL
s_008um_00671_00262-1,Pattern_3
s_008um_00004_00173-1,MCF10A_CTRL
s_008um_00676_00831-1,
s_008um_00561_00044-1,
s_008um_00545_00745-1,Random_3
s_008um_00767_00076-1,
s_008um_00790_00251-1,
s_008um_00707_00140-1,
s_008um_00532_00833-1,
s_008um_00571_00218-1,Pattern_3
s_008um_00543_00556-1,Random_3
s_008um_00164_00747-1,Fibroblast_CTRL
s_008um_00414_00273-1,
s_008um_00617_00017-1,
s_008um_00146_00528-1,
s_008um_00752_00200-1,
s_008um_00474_00610-1,
s_008um_00193_00698-1,Fibroblast_CTRL
s_008um_00793_00711-1,
s_008um_00564_00553-1,Random_3
s_008um_00295_00189-1,
s_008um_00730_00195-1,
s_008um_00552_00030-1,
s_008um_00780_00114-1,
s_008um_00682_00352-1,
s_008um_00791_00749-1,
s_008um_00641_00323-1,
s_008um_00696_00603-1,
s_008um_00197_00548-1,MCF7_CTRL
s_008um_00494_00038-1,
s_008um_00585_00619-1,Random_3
s_008um_00460_00585-1,
s_008um_00397_00093-1,
s_008um_00729_00558-1,
s_008um_00484_00110-1,
s_008um_00192_00710-1,Fibroblast_CTRL
s_008um_00743_00069-1,
s_008um_00726_00579-1,
s_008um_00573_00494-1,
s_008um_00727_00533-1,
s_008um_00048_00735-1,Fibroblast_CTRL
s_008um_00622_00065-1,
s_008um_00304_00500-1,
s_008um_00142_00774-1,Fibroblast_CTRL
s_008um_00060_00305-1,MCF10A_CTRL
s_008um_00231_00663-1,
s_008um_00430_00097-1,
s_008um_00246_00571-1,
s_008um_00504_00166-1,
s_008um_00771_00529-1,
s_008um_00611_00807-1,
s_008um_00587_00692-1,Random_3
s_008um_00479_00777-1,
s_008um_00367_00385-1,
s_008um_00743_00269-1,
s_008um_00570_00291-1,
s_008um_00722_00168-1,
s_008um_00681_00207-1,Pattern_3
s_008um_00057_00724-1,Fibroblast_CTRL
s_008um_00787_00291-1,
s_008um_00769_00176-1,
s_008um_00740_00518-1,
s_008um_00516_00128-1,
s_008um_00575_00078-1,
s_008um_00244_00258-1,
s_008um_00743_00543-1,
s_008um_00534_00116-1,Pattern_3
s_008um_00491_00137-1,
s_008um_00679_00154-1,Pattern_3
s_008um_00476_00705-1,
s_008um_00780_00021-1,
s_008um_00099_00294-1,MCF10A_CTRL
s_008um_00208_00773-1,Fibroblast_CTRL
s_008um_00468_00139-1,
s_008um_00549_00762-1,
s_008um_00659_00665-1,Random_3
s_008um_00680_00207-1,Pattern_3
s_008um_00709_00691-1,
s_008um_00452_00206-1,
s_008um_00616_00623-1,Random_3
s_008um_00100_00162-1,MCF10A_CTRL
s_008um_00571_00244-1,Pattern_3
s_008um_00280_00201-1,
s_008um_00613_00617-1,Random_3
s_008um_00510_00006-1,
s_008um_00544_00187-1,Pattern_3
s_008um_00787_00229-1,
s_008um_00745_00005-1,
s_008um_00672_00600-1,
s_008um_00304_00304-1,
s_008um_00629_00777-1,
s_008um_00680_00712-1,
s_008um_00530_00255-1,
s_008um_00583_00814-1,
s_008um_00668_00259-1,Pattern_3
s_008um_00527_00011-1,
s_008um_00829_00174-1,
s_008um_00334_00274-1,
s_008um_00671_00661-1,
s_008um_00326_00402-1,
s_008um_00565_00731-1,
s_008um_00507_00307-1,
s_008um_00221_00821-1,Fibroblast_CTRL
s_008um_00502_00771-1,
s_008um_00707_00170-1,
s_008um_00567_00343-1,
s_008um_00137_00179-1,MCF10A_CTRL
s_008um_00091_00772-1,Fibroblast_CTRL
s_008um_00542_00319-1,
s_008um_00457_00737-1,
s_008um_00088_00817-1,Fibroblast_CTRL
s_008um_00197_00772-1,Fibroblast_CTRL
s_008um_00797_00107-1,
s_008um_00534_00639-1,Random_3
s_008um_00141_00276-1,
s_008um_00464_00270-1,
s_008um_00668_00034-1,
s_008um_00567_00573-1,Random_3
s_008um_00371_00518-1,
s_008um_00563_00739-1,Random_3
s_008um_00696_00784-1,
s_008um_00572_00733-1,Random_3
s_008um_00026_00240-1,MCF10A_CTRL
s_008um_00631_00822-1,
s_008um_00551_00541-1,Random_3
s_008um_00021_00812-1,Fibroblast_CTRL
s_008um_00550_00251-1,Pattern_3
s_008um_00600_00716-1,Random_3
s_008um_00095_00296-1,MCF10A_CTRL
s_008um_00336_00370-1,
s_008um_00494_00632-1,
s_008um_00773_00206-1,
s_008um_00458_00702-1,
s_008um_00154_00257-1,
s_008um_00483_00186-1,
s_008um_00654_00767-1,
s_008um_00507_00813-1,
s_008um_00687_00134-1,Pattern_3
s_008um_00376_00370-1,
s_008um_00645_00046-1,
s_008um_00620_00137-1,Pattern_3
s_008um_00565_00529-1,
s_008um_00067_00210-1,MCF10A_CTRL
s_008um_00170_00525-1,
s_008um_00659_00227-1,Pattern_3
s_008um_00557_00648-1,Random_3
s_008um_00657_00552-1,Random_3
s_008um_00167_00795-1,Fibroblast_CTRL
s_008um_00307_00147-1,
s_008um_00314_00137-1,
s_008um_00168_00134-1,
s_008um_00334_00371-1,
s_008um_00688_00704-1,
s_008um_00625_00628-1,Random_3
s_008um_00534_00675-1,Random_3
s_008um_00090_00721-1,Fibroblast_CTRL
s_008um_00586_00087-1,Pattern_3
s_008um_00653_00340-1,
s_008um_00813_00186-1,
s_008um_00584_00810-1,
s_008um_00204_00377-1,MCF7_CTRL
s_008um_00653_00058-1,
s_008um_00464_00630-1,
s_008um_00073_00597-1,
s_008um_00267_00702-1,Fibroblast_CTRL
s_008um_00810_00175-1,
s_008um_00776_00717-1,
s_008um_00029_00810-1,Fibroblast_CTRL
s_008um_00468_00243-1,
s_008um_00336_00410-1,
s_008um_00505_00328-1,
s_008um_00512_00135-1,
s_008um_00090_00648-1,
s_008um_00483_00028-1,
s_008um_00473_00267-1,
s_008um_00827_00813-1,
s_008um_00305_00555-1,
s_008um_00203_00454-1,
s_008um_00701_00815-1,
s_008um_00395_00149-1,
s_008um_00784_00679-1,
s_008um_00138_00247-1,
s_008um_00088_00727-1,Fibroblast_CTRL
s_008um_00788_00076-1,
s_008um_00597_00216-1,Pattern_3
s_008um_00546_00110-1,Pattern_3
s_008um_00025_00783-1,Fibroblast_CTRL
s_008um_00430_00573-1,
s_008um_00587_00765-1,
s_008um_00218_00462-1,
s_008um_00509_00105-1,
s_008um_00186_00811-1,Fibroblast_CTRL
s_008um_00245_00298-1,
s_008um_00158_00519-1,
s_008um_00599_00714-1,Random_3
s_008um_00754_00189-1,
s_008um_00633_00806-1,
s_008um_00115_00199-1,MCF10A_CTRL
s_008um_00445_00710-1,
s_008um_00612_00588-1,Random_3
s_008um_00514_00011-1,
s_008um_00552_00280-1,Pattern_3
s_008um_00419_00243-1,
s_008um_00786_00158-1,
s_008um_00460_00727-1,
s_008um_00658_00199-1,Pattern_3
s_008um_00187_00752-1,Fibroblast_CTRL
s_008um_00555_00306-1,
s_008um_00658_00004-1,
s_008um_00732_00581-1,
s_008um_00224_00507-1,
s_008um_00098_00808-1,Fibroblast_CTRL
s_008um_00036_00741-1,Fibroblast_CTRL
s_008um_00801_00330-1,
s_008um_00057_00283-1,MCF10A_CTRL
s_008um_00803_00687-1,
s_008um_00560_00580-1,Random_3
s_008um_00758_00661-1,
s_008um_00742_00623-1,
s_008um_00769_00110-1,
s_008um_00731_00640-1,
s_008um_00229_00528-1,
s_008um_00697_00331-1,
s_008um_00648_00527-1,
s_008um_00490_00532-1,
s_008um_00760_00146-1,
s_008um_00143_00698-1,Fibroblast_CTRL
s_008um_00249_00243-1,
s_008um_00564_00394-1,
s_008um_00475_00712-1,
s_008um_00182_00270-1,
s_008um_00258_00675-1,
s_008um_00712_00234-1,
s_008um_00550_00756-1,
s_008um_00794_00199-1,
s_008um_00173_00574-1,
s_008um_00554_00338-1,
s_008um_00708_00046-1,
s_008um_00611_00170-1,Pattern_3
s_008um_00669_00506-1,
s_008um_00558_00133-1,Pattern_3
s_008um_00265_00505-1,
s_008um_00667_00730-1,
s_008um_00711_00569-1,
s_008um_00135_00678-1,
s_008um_00750_00329-1,
s_008um_00610_00066-1,
s_008um_00128_00665-1,
s_008um_00598_00640-1,Random_3
s_008um_00152_00221-1,MCF10A_CTRL
s_008um_00197_00780-1,Fibroblast_CTRL
s_008um_00637_00628-1,Random_3
s_008um_00586_00211-1,Pattern_3
s_008um_00643_00581-1,Random_3
s_008um_00489_00783-1,
s_008um_00625_00566-1,Random_3
s_008um_00801_00062-1,
s_008um_00500_00029-1,
s_008um_00421_00075-1,
s_008um_00417_00158-1,
s_008um_00445_00029-1,
s_008um_00789_00120-1,
s_008um_00594_00776-1,
s_008um_00754_00059-1,
s_008um_00608_00205-1,Pattern_3
s_008um_00657_00800-1,
s_008um_00564_00611-1,Random_3
s_008um_00815_00182-1,
s_008um_00717_00576-1,
s_008um_00378_00012-1,
s_008um_00810_00162-1,
s_008um_00097_00221-1,MCF10A_CTRL
s_008um_00223_00800-1,Fibroblast_CTRL
s_008um_00089_00710-1,Fibroblast_CTRL
s_008um_00551_00128-1,Pattern_3
s_008um_00621_00494-1,
s_008um_00644_00131-1,Pattern_3
s_008um_00327_00362-1,
s_008um_00558_00161-1,Pattern_3
s_008um_00499_00523-1,
s_008um_00226_00748-1,Fibroblast_CTRL
s_008um_00716_00572-1,
s_008um_00230_00461-1,
s_008um_00297_00580-1,
s_008um_00657_00736-1,Random_3
s_008um_00551_00565-1,Random_3
s_008um_00727_00192-1,
s_008um_00453_00295-1,
s_008um_00326_00260-1,
s_008um_00733_00712-1,
s_008um_00499_00818-1,
s_008um_00061_00717-1,Fibroblast_CTRL
s_008um_00259_00542-1,
s_008um_00560_00250-1,Pattern_3
s_008um_00646_00725-1,Random_3
s_008um_00243_00681-1,Fibroblast_CTRL
s_008um_00098_00600-1,
s_008um_00155_00500-1,MCF7_CTRL
s_008um_00258_00777-1,Fibroblast_CTRL
s_008um_00755_00178-1,
s_008um_00449_00237-1,
s_008um_00163_00204-1,MCF10A_CTRL
s_008um_00599_00349-1,
s_008um_00648_00159-1,Pattern_3
s_008um_00471_00259-1,
s_008um_00441_00751-1,
s_008um_00546_00248-1,Pattern_3
s_008um_00229_00764-1,Fibroblast_CTRL
s_008um_00206_00776-1,Fibroblast_CTRL
s_008um_00090_00685-1,Fibroblast_CTRL
s_008um_00546_00743-1,Random_3
s_008um_00367_00138-1,
s_008um_00446_00144-1,
s_008um_00538_00826-1,
s_008um_00649_00690-1,Random_3
s_008um_00633_00220-1,Pattern_3
s_008um_00108_00275-1,MCF10A_CTRL
s_008um_00213_00046-1,
s_008um_00130_00716-1,Fibroblast_CTRL
s_008um_00788_00230-1,
s_008um_00180_00832-1,Fibroblast_CTRL
s_008um_00360_00258-1,
s_008um_00754_00705-1,
s_008um_00681_00177-1,Pattern_3
s_008um_00457_00753-1,
s_008um_00561_00051-1,
s_008um_00631_00709-1,Random_3
s_008um_00587_00195-1,Pattern_3
s_008um_00720_00119-1,
s_008um_00110_00222-1,MCF10A_CTRL
s_008um_00603_00597-1,Random_3
s_008um_00665_00326-1,
s_008um_00782_00716-1,
s_008um_00223_00803-1,Fibroblast_CTRL
s_008um_00534_00742-1,Random_3
s_008um_00293_00499-1,
s_008um_00157_00214-1,MCF10A_CTRL
s_008um_00640_00063-1,
s_008um_00660_00792-1,
s_008um_00555_00220-1,Pattern_3
s_008um_00536_00692-1,Random_3
s_008um_00628_00572-1,Random_3
s_008um_00571_00625-1,Random_3
s_008um_00455_00581-1,
s_008um_00716_00295-1,
s_008um_00486_00114-1,
s_008um_00516_00164-1,
s_008um_00771_00526-1,
s_008um_00016_00748-1,Fibroblast_CTRL
s_008um_00530_00209-1,
s_008um_00231_00188-1,
s_008um_00492_00239-1,
s_008um_00154_00825-1,Fibroblast_CTRL
s_008um_00517_00751-1,
s_008um_00007_00237-1,MCF10A_CTRL
s_008um_00709_00770-1,
s_008um_00749_00048-1,
s_008um_00116_00767-1,Fibroblast_CTRL
s_008um_00778_00197-1,
s_008um_00031_00712-1,Fibroblast_CTRL
s_008um_00428_00168-1,
s_008um_00313_00409-1,
s_008um_00815_00361-1,
s_008um_00713_00602-1,
s_008um_00196_00508-1,
s_008um_00198_00655-1,
s_008um_00303_00164-1,
s_008um_00016_00208-1,MCF10A_CTRL
s_008um_00570_00038-1,
s_008um_00278_00556-1,
s_008um_00254_00673-1,
s_008um_00770_00695-1,
s_008um_00264_00484-1,
s_008um_00487_00064-1,
s_008um_00217_00769-1,Fibroblast_CTRL
s_008um_00426_00107-1,
s_008um_00590_00125-1,Pattern_3
s_008um_00656_00774-1,
s_008um_00165_00687-1,Fibroblast_CTRL
s_008um_00019_00758-1,Fibroblast_CTRL
s_008um_00509_00765-1,
s_008um_00625_00356-1,
s_008um_00076_00221-1,MCF10A_CTRL
s_008um_00547_00649-1,Random_3
s_008um_00686_00633-1,
s_008um_00413_00108-1,
s_008um_00680_00273-1,Pattern_3
s_008um_00474_00129-1,
s_008um_00490_00054-1,
s_008um_00225_00080-1,
s_008um_00077_00715-1,Fibroblast_CTRL
s_008um_00485_00699-1,
s_008um_00357_00380-1,
s_008um_00010_00243-1,MCF10A_CTRL
s_008um_00146_00813-1,Fibroblast_CTRL
s_008um_00151_00497-1,MCF7_CTRL
s_008um_00652_00377-1,
s_008um_00078_00252-1,MCF10A_CTRL
s_008um_00515_00154-1,
s_008um_00681_00575-1,
s_008um_00476_00191-1,
s_008um_00583_00189-1,Pattern_3
s_008um_00575_00309-1,
s_008um_00309_00414-1,
s_008um_00636_00110-1,Pattern_3
s_008um_00246_00665-1,
s_008um_00465_00620-1,
s_008um_00713_00293-1,
s_008um_00790_00123-1,
s_008um_00395_00236-1,
s_008um_00063_00268-1,MCF10A_CTRL
s_008um_00733_00024-1,
s_008um_00210_00488-1,
s_008um_00784_00399-1,
s_008um_00737_00568-1,
s_008um_00678_00653-1,
s_008um_00503_00019-1,
s_008um_00724_00072-1,
s_008um_00597_00023-1,
s_008um_00684_00168-1,Pattern_3
s_008um_00234_00567-1,
s_008um_00617_00280-1,Pattern_3
s_008um_00208_00754-1,Fibroblast_CTRL
s_008um_00725_00042-1,
s_008um_00440_00198-1,
s_008um_00533_00487-1,
s_008um_00139_00658-1,
s_008um_00684_00202-1,Pattern_3
s_008um_00088_00663-1,
s_008um_00698_00105-1,
s_008um_00309_00131-1,
s_008um_00494_00242-1,
s_008um_00524_00598-1,Random_3
s_008um_00469_00251-1,
s_008um_00149_00660-1,
s_008um_00173_00629-1,
s_008um_00704_00168-1,
s_008um_00671_00296-1,
s_008um_00708_00729-1,
s_008um_00710_00703-1,
s_008um_00323_00289-1,
s_008um_00193_00519-1,
s_008um_00594_00512-1,
s_008um_00515_00717-1,Random_3
s_008um_00493_00096-1,
s_008um_00447_00063-1,
s_008um_00109_00696-1,Fibroblast_CTRL
s_008um_00104_00692-1,Fibroblast_CTRL
s_008um_00469_00136-1,
s_008um_00565_00636-1,Random_3
s_008um_00543_00089-1,Pattern_3
s_008um_00400_00303-1,
s_008um_00543_00135-1,Pattern_3
s_008um_00738_00098-1,
s_008um_00674_00655-1,
s_008um_00504_00335-1,
s_008um_00193_00760-1,Fibroblast_CTRL
s_008um_00584_00745-1,Random_3
s_008um_00115_00757-1,Fibroblast_CTRL
s_008um_00320_00388-1,
s_008um_00654_00796-1,
s_008um_00696_00646-1,
s_008um_00477_00312-1,
s_008um_00497_00575-1,
s_008um_00598_00033-1,
s_008um_00483_00078-1,
s_008um_00121_00666-1,
s_008um_00284_00654-1,
s_008um_00189_00674-1,
s_008um_00509_00029-1,
s_008um_00534_00723-1,Random_3
s_008um_00023_00203-1,MCF10A_CTRL
s_008um_00791_00107-1,
s_008um_00176_00774-1,Fibroblast_CTRL
s_008um_00612_00284-1,Pattern_3
s_008um_00556_00030-1,
s_008um_00620_00699-1,Random_3
s_008um_00516_00765-1,
s_008um_00691_00054-1,
s_008um_00564_00311-1,
s_008um_00217_00583-1,
s_008um_00455_00561-1,
s_008um_00248_00721-1,Fibroblast_CTRL
s_008um_00765_00557-1,
s_008um_00766_00636-1,
s_008um_00625_00674-1,Random_3
s_008um_00637_00636-1,Random_3
s_008um_00493_00656-1,
s_008um_00332_00759-1,
s_008um_00274_00773-1,
s_008um_00238_00774-1,Fibroblast_CTRL
s_008um_00054_00239-1,MCF10A_CTRL
s_008um_00513_00240-1,
s_008um_00579_00727-1,Random_3
s_008um_00631_00633-1,Random_3
s_008um_00112_00259-1,MCF10A_CTRL
s_008um_00158_00686-1,Fibroblast_CTRL
s_008um_00737_00260-1,
s_008um_00159_00202-1,MCF10A_CTRL
s_008um_00573_00037-1,
s_008um_00049_00216-1,MCF10A_CTRL
s_008um_00690_00819-1,
s_008um_00100_00172-1,MCF10A_CTRL
s_008um_00618_00780-1,
s_008um_00238_00533-1,MCF7_CTRL
s_008um_00015_00762-1,Fibroblast_CTRL
s_008um_00387_00005-1,
s_008um_00229_00182-1,
s_008um_00689_00682-1,
s_008um_00703_00723-1,
s_008um_00603_00405-1,
s_008um_00322_00359-1,
s_008um_00276_00778-1,
s_008um_00290_00762-1,
s_008um_00112_00769-1,Fibroblast_CTRL
s_008um_00701_00170-1,
s_008um_00197_00103-1,
s_008um_00541_00168-1,Pattern_3
s_008um_00616_00308-1,
s_008um_00512_00713-1,Random_3
s_008um_00755_00355-1,
s_008um_00837_00203-1,
s_008um_00465_00149-1,
s_008um_00597_00388-1,
s_008um_00086_00276-1,MCF10A_CTRL
s_008um_00620_00797-1,
s_008um_00728_00074-1,
s_008um_00122_00188-1,MCF10A_CTRL
s_008um_00205_00522-1,
s_008um_00344_00405-1,
s_008um_00520_00205-1,
s_008um_00611_00131-1,Pattern_3
s_008um_00816_00210-1,
s_008um_00612_00199-1,Pattern_3
s_008um_00794_00245-1,
s_008um_00487_00701-1,
s_008um_00144_00666-1,
s_008um_00723_00329-1,
s_008um_00255_00268-1,
s_008um_00612_00002-1,
s_008um_00501_00550-1,
s_008um_00611_00667-1,Random_3
s_008um_00087_00159-1,MCF10A_CTRL
s_008um_00748_00008-1,
s_008um_00523_00205-1,
s_008um_00593_00184-1,Pattern_3
s_008um_00324_00244-1,
s_008um_00685_00721-1,
s_008um_00465_00081-1,
s_008um_00730_00654-1,
s_008um_00751_00069-1,
s_008um_00620_00806-1,
s_008um_00501_00621-1,
s_008um_00390_00511-1,
s_008um_00388_00259-1,
s_008um_00612_00176-1,Pattern_3
s_008um_00219_00694-1,Fibroblast_CTRL
s_008um_00577_00651-1,Random_3
s_008um_00739_00292-1,
s_008um_00771_00097-1,
s_008um_00613_00403-1,
s_008um_00270_00667-1,
s_008um_00538_00009-1,
s_008um_00444_00435-1,
s_008um_00569_00531-1,
s_008um_00593_00150-1,Pattern_3
s_008um_00489_00288-1,
s_008um_00695_00165-1,
s_008um_00689_00062-1,
s_008um_00678_00327-1,
s_008um_00585_00141-1,Pattern_3
s_008um_00534_00558-1,Random_3
s_008um_00457_00654-1,
s_008um_00478_00109-1,
s_008um_00007_00777-1,Fibroblast_CTRL
s_008um_00467_00070-1,
s_008um_00502_00769-1,
s_008um_00247_00541-1,MCF7_CTRL
s_008um_00465_00151-1,
s_008um_00660_00465-1,
s_008um_00481_00789-1,
s_008um_00672_00283-1,Pattern_3
s_008um_00184_00007-1,
s_008um_00590_00732-1,Random_3
s_008um_00614_00295-1,
s_008um_00745_00164-1,
s_008um_00573_00372-1,
s_008um_00397_00298-1,
s_008um_00723_00318-1,
s_008um_00478_00718-1,
s_008um_00816_00310-1,
s_008um_00550_00112-1,Pattern_3
s_008um_00514_00545-1,Random_3
s_008um_00106_00803-1,Fibroblast_CTRL
s_008um_00225_00417-1,
s_008um_00618_00036-1,
s_008um_00801_00710-1,
s_008um_00024_00170-1,MCF10A_CTRL
s_008um_00716_00827-1,
s_008um_00228_00473-1,
s_008um_00346_00550-1,
s_008um_00619_00750-1,
s_008um_00535_00746-1,Random_3
s_008um_00748_00238-1,
s_008um_00074_00800-1,Fibroblast_CTRL
s_008um_00483_00265-1,
s_008um_00605_00253-1,Pattern_3
s_008um_00416_00288-1,
s_008um_00089_00300-1,MCF10A_CTRL
s_008um_00570_00633-1,Random_3
s_008um_00649_00160-1,Pattern_3
s_008um_00749_00008-1,
s_008um_00378_00290-1,
s_008um_00781_00167-1,
s_008um_00614_00787-1,
s_008um_00702_00581-1,
s_008um_00263_00342-1,MCF7_CTRL
s_008um_00628_00801-1,
s_008um_00421_00247-1,
s_008um_00476_00669-1,
s_008um_00104_00706-1,Fibroblast_CTRL
s_008um_00687_00176-1,Pattern_3
s_008um_00623_00175-1,Pattern_3
s_008um_00067_00160-1,MCF10A_CTRL
s_008um_00114_00785-1,Fibroblast_CTRL
s_008um_00589_00184-1,Pattern_3
s_008um_00313_00136-1,
s_008um_00715_00032-1,
s_008um_00461_00095-1,
s_008um_00468_00093-1,
s_008um_00201_00710-1,Fibroblast_CTRL
s_008um_00287_00273-1,
s_008um_00727_00601-1,
s_008um_00525_00059-1,
s_008um_00618_00410-1,
s_008um_00163_00764-1,Fibroblast_CTRL
s_008um_00753_00130-1,
s_008um_00565_00013-1,
s_008um_00267_00539-1,
s_008um_00517_00116-1,
s_008um_00104_00821-1,Fibroblast_CTRL
s_008um_00466_00663-1,
s_008um_00703_00050-1,
s_008um_00774_00113-1,
s_008um_00695_00526-1,
s_008um_00468_00627-1,
s_008um_00234_00762-1,Fibroblast_CTRL
s_008um_00444_00208-1,
s_008um_00047_00159-1,MCF10A_CTRL
s_008um_00754_00655-1,
s_008um_00732_00267-1,
s_008um_00804_00067-1,
s_008um_00541_00176-1,Pattern_3
s_008um_00131_00294-1,
s_008um_00803_00308-1,
s_008um_00340_00463-1,
s_008um_00634_00105-1,Pattern_3
s_008um_00142_00796-1,Fibroblast_CTRL
s_008um_00207_00713-1,Fibroblast_CTRL
s_008um_00791_00677-1,
s_008um_00180_00679-1,
s_008um_00573_00731-1,Random_3
s_008um_00705_00626-1,
s_008um_00402_00168-1,
s_008um_00297_00457-1,
s_008um_00223_00486-1,
s_008um_00442_00217-1,
s_008um_00727_00258-1,
s_008um_00690_00791-1,
s_008um_00722_00326-1,
s_008um_00530_00289-1,
s_008um_00778_00210-1,
s_008um_00508_00664-1,
s_008um_00638_00074-1,
s_008um_00446_00169-1,
s_008um_00667_00560-1,
s_008um_00779_00383-1,
s_008um_00230_00563-1,MCF7_CTRL
s_008um_00577_00035-1,
s_008um_00530_00778-1,
s_008um_00549_00250-1,Pattern_3
s_008um_00748_00229-1,
s_008um_00617_00105-1,Pattern_3
s_008um_00247_00710-1,Fibroblast_CTRL
s_008um_00704_00145-1,
s_008um_00290_00056-1,
s_008um_00468_00205-1,
s_008um_00472_00006-1,
s_008um_00497_00772-1,
s_008um_00505_00176-1,
s_008um_00041_00179-1,MCF10A_CTRL
s_008um_00735_00318-1,
s_008um_00581_00640-1,Random_3
s_008um_00465_00702-1,
s_008um_00095_00164-1,MCF10A_CTRL
s_008um_00459_00579-1,
s_008um_00581_00097-1,Pattern_3
s_008um_00055_00692-1,Fibroblast_CTRL
s_008um_00399_00320-1,
s_008um_00095_00795-1,Fibroblast_CTRL
s_008um_00250_00527-1,MCF7_CTRL
s_008um_00299_00163-1,
s_008um_00717_00590-1,
s_008um_00764_00030-1,
s_008um_00281_00180-1,
s_008um_00427_00252-1,
s_008um_00147_00291-1,
s_008um_00718_00467-1,
s_008um_00221_00464-1,
s_008um_00709_00808-1,
s_008um_00583_00807-1,
s_008um_00279_00738-1,
s_008um_00593_00024-1,
s_008um_00060_00175-1,MCF10A_CTRL
s_008um_00454_00571-1,
s_008um_00538_00492-1,
s_008um_00675_00192-1,Pattern_3
s_008um_00365_00293-1,
s_008um_00621_00077-1,
s_008um_00244_00513-1,MCF7_CTRL
s_008um_00478_00325-1,
s_008um_00577_00779-1,
s_008um_00101_00719-1,Fibroblast_CTRL
s_008um_00552_00795-1,
s_008um_00651_00804-1,
s_008um_00590_00676-1,Random_3
s_008um_00670_00239-1,Pattern_3
s_008um_00537_00082-1,Pattern_3
s_008um_00703_00181-1,
s_008um_00749_00593-1,
s_008um_00575_00272-1,Pattern_3
s_008um_00197_00422-1,
s_008um_00835_00095-1,
s_008um_00151_00723-1,Fibroblast_CTRL
s_008um_00781_00705-1,
s_008um_00626_00310-1,
s_008um_00716_00514-1,
s_008um_00191_00781-1,Fibroblast_CTRL
s_008um_00582_00158-1,Pattern_3
s_008um_00220_00661-1,
s_008um_00457_00631-1,
s_008um_00614_00056-1,
s_008um_00086_00721-1,Fibroblast_CTRL
s_008um_00160_00687-1,Fibroblast_CTRL
s_008um_00784_00224-1,
