Barcode,PrintPattern
s_008um_00452_00194-1,
s_008um_00196_00265-1,
s_008um_00678_00665-1,
s_008um_00699_00063-1,
s_008um_00509_00672-1,
s_008um_00060_00807-1,Fibroblast_CTRL
s_008um_00535_00261-1,Pattern_3
s_008um_00492_00634-1,
s_008um_00755_00610-1,
s_008um_00152_00823-1,Fibroblast_CTRL
s_008um_00429_00008-1,
s_008um_00493_00302-1,
s_008um_00545_00581-1,Random_3
s_008um_00610_00065-1,
s_008um_00797_00332-1,
s_008um_00739_00645-1,
s_008um_00389_00238-1,
s_008um_00355_00350-1,
s_008um_00673_00685-1,
s_008um_00671_00325-1,
s_008um_00339_00182-1,
s_008um_00463_00716-1,
s_008um_00511_00764-1,
s_008um_00611_00514-1,
s_008um_00448_00103-1,
s_008um_00193_00740-1,Fibroblast_CTRL
s_008um_00295_00441-1,
s_008um_00113_00666-1,
s_008um_00482_00620-1,
s_008um_00057_00147-1,MCF10A_CTRL
s_008um_00834_00185-1,
s_008um_00631_00315-1,
s_008um_00070_00236-1,MCF10A_CTRL
s_008um_00596_00060-1,
s_008um_00055_00759-1,Fibroblast_CTRL
s_008um_00115_00268-1,MCF10A_CTRL
s_008um_00713_00065-1,
s_008um_00083_00747-1,Fibroblast_CTRL
s_008um_00483_00253-1,
s_008um_00764_00632-1,
s_008um_00161_00725-1,Fibroblast_CTRL
s_008um_00310_00515-1,
s_008um_00522_00730-1,Random_3
s_008um_00562_00092-1,Pattern_3
s_008um_00592_00060-1,
s_008um_00267_00175-1,
s_008um_00554_00656-1,Random_3
s_008um_00208_00277-1,
s_008um_00014_00207-1,MCF10A_CTRL
s_008um_00303_00277-1,
s_008um_00532_00566-1,Random_3
s_008um_00574_00113-1,Pattern_3
s_008um_00720_00778-1,
s_008um_00028_00179-1,MCF10A_CTRL
s_008um_00701_00354-1,
s_008um_00143_00460-1,
s_008um_00637_00314-1,
s_008um_00130_00200-1,MCF10A_CTRL
s_008um_00833_00036-1,
s_008um_00525_00118-1,
s_008um_00763_00321-1,
s_008um_00658_00283-1,Pattern_3
s_008um_00444_00633-1,
s_008um_00479_00309-1,
s_008um_00492_00810-1,
s_008um_00728_00634-1,
s_008um_00774_00625-1,
s_008um_00453_00624-1,
s_008um_00096_00782-1,Fibroblast_CTRL
s_008um_00416_00246-1,
s_008um_00444_00638-1,
s_008um_00542_00735-1,Random_3
s_008um_00494_00636-1,
s_008um_00111_00215-1,MCF10A_CTRL
s_008um_00129_00162-1,
s_008um_00495_00577-1,
s_008um_00091_00781-1,Fibroblast_CTRL
s_008um_00492_00616-1,
s_008um_00525_00599-1,Random_3
s_008um_00505_00806-1,
s_008um_00538_00578-1,Random_3
s_008um_00125_00802-1,Fibroblast_CTRL
s_008um_00439_00151-1,
s_008um_00147_00205-1,MCF10A_CTRL
s_008um_00663_00599-1,Random_3
s_008um_00729_00196-1,
s_008um_00074_00712-1,Fibroblast_CTRL
s_008um_00011_00172-1,MCF10A_CTRL
s_008um_00543_00825-1,
s_008um_00615_00571-1,Random_3
s_008um_00492_00099-1,
s_008um_00643_00340-1,
s_008um_00564_00172-1,Pattern_3
s_008um_00675_00053-1,
s_008um_00085_00209-1,MCF10A_CTRL
s_008um_00568_00306-1,
s_008um_00027_00814-1,Fibroblast_CTRL
s_008um_00642_00534-1,
s_008um_00085_00749-1,Fibroblast_CTRL
s_008um_00689_00567-1,
s_008um_00757_00079-1,
s_008um_00588_00622-1,Random_3
s_008um_00605_00778-1,
s_008um_00470_00319-1,
s_008um_00575_00828-1,
s_008um_00455_00180-1,
s_008um_00538_00129-1,Pattern_3
s_008um_00118_00819-1,Fibroblast_CTRL
s_008um_00152_00226-1,
s_008um_00108_00188-1,MCF10A_CTRL
s_008um_00715_00538-1,
s_008um_00597_00746-1,Random_3
s_008um_00740_00212-1,
s_008um_00712_00162-1,
s_008um_00325_00283-1,
s_008um_00659_00638-1,Random_3
s_008um_00022_00782-1,Fibroblast_CTRL
s_008um_00680_00051-1,
s_008um_00758_00078-1,
s_008um_00556_00363-1,
s_008um_00776_00245-1,
s_008um_00738_00279-1,
s_008um_00096_00241-1,MCF10A_CTRL
s_008um_00737_00255-1,
s_008um_00256_00502-1,
s_008um_00533_00250-1,Pattern_3
s_008um_00610_00643-1,Random_3
s_008um_00692_00397-1,
s_008um_00665_00147-1,Pattern_3
s_008um_00081_00772-1,Fibroblast_CTRL
s_008um_00567_00539-1,
s_008um_00477_00189-1,
s_008um_00724_00314-1,
s_008um_00526_00599-1,Random_3
s_008um_00047_00828-1,Fibroblast_CTRL
s_008um_00181_00058-1,
s_008um_00620_00672-1,Random_3
s_008um_00540_00651-1,Random_3
s_008um_00783_00260-1,
s_008um_00610_00265-1,Pattern_3
s_008um_00498_00044-1,
s_008um_00679_00008-1,
s_008um_00543_00788-1,
s_008um_00763_00531-1,
s_008um_00132_00272-1,MCF10A_CTRL
s_008um_00556_00055-1,
s_008um_00535_00313-1,
s_008um_00755_00151-1,
s_008um_00053_00269-1,MCF10A_CTRL
s_008um_00663_00354-1,
s_008um_00727_00307-1,
s_008um_00566_00178-1,Pattern_3
s_008um_00550_00187-1,Pattern_3
s_008um_00622_00203-1,Pattern_3
s_008um_00704_00141-1,
s_008um_00750_00692-1,
s_008um_00834_00222-1,
s_008um_00343_00205-1,
s_008um_00484_00786-1,
s_008um_00637_00775-1,
s_008um_00238_00480-1,
s_008um_00411_00537-1,
s_008um_00433_00006-1,
s_008um_00726_00270-1,
s_008um_00603_00127-1,Pattern_3
s_008um_00719_00300-1,
s_008um_00752_00273-1,
s_008um_00712_00312-1,
s_008um_00052_00268-1,MCF10A_CTRL
s_008um_00771_00513-1,
s_008um_00608_00292-1,
s_008um_00036_00251-1,MCF10A_CTRL
s_008um_00098_00800-1,Fibroblast_CTRL
s_008um_00707_00218-1,
s_008um_00499_00493-1,
s_008um_00550_00578-1,Random_3
s_008um_00769_00052-1,
s_008um_00722_00025-1,
s_008um_00426_00669-1,
s_008um_00590_00649-1,Random_3
s_008um_00558_00210-1,Pattern_3
s_008um_00658_00046-1,
s_008um_00611_00721-1,Random_3
s_008um_00261_00499-1,
s_008um_00737_00303-1,
s_008um_00689_00355-1,
s_008um_00573_00672-1,Random_3
s_008um_00635_00183-1,Pattern_3
s_008um_00345_00415-1,
s_008um_00448_00683-1,
s_008um_00551_00539-1,
s_008um_00658_00594-1,Random_3
s_008um_00668_00090-1,Pattern_3
s_008um_00691_00114-1,
s_008um_00709_00168-1,
s_008um_00123_00833-1,Fibroblast_CTRL
s_008um_00519_00678-1,Random_3
s_008um_00652_00660-1,Random_3
s_008um_00409_00236-1,
s_008um_00516_00280-1,
s_008um_00615_00150-1,Pattern_3
s_008um_00711_00306-1,
s_008um_00679_00692-1,
s_008um_00758_00100-1,
s_008um_00671_00373-1,
s_008um_00607_00229-1,Pattern_3
s_008um_00166_00807-1,Fibroblast_CTRL
s_008um_00037_00297-1,MCF10A_CTRL
s_008um_00613_00358-1,
s_008um_00435_00213-1,
s_008um_00765_00393-1,
s_008um_00547_00728-1,Random_3
s_008um_00146_00241-1,
s_008um_00656_00784-1,
s_008um_00241_00788-1,Fibroblast_CTRL
s_008um_00220_00833-1,Fibroblast_CTRL
s_008um_00561_00608-1,Random_3
s_008um_00061_00760-1,Fibroblast_CTRL
s_008um_00613_00593-1,Random_3
s_008um_00095_00190-1,MCF10A_CTRL
s_008um_00372_00376-1,
s_008um_00602_00179-1,Pattern_3
s_008um_00581_00690-1,Random_3
s_008um_00067_00576-1,
s_008um_00633_00746-1,Random_3
s_008um_00646_00384-1,
s_008um_00738_00078-1,
s_008um_00735_00577-1,
s_008um_00574_00286-1,Pattern_3
s_008um_00575_00616-1,Random_3
s_008um_00691_00346-1,
s_008um_00521_00767-1,
s_008um_00595_00307-1,
s_008um_00387_00390-1,
s_008um_00236_00782-1,Fibroblast_CTRL
s_008um_00197_00569-1,
s_008um_00230_00453-1,
s_008um_00353_00519-1,
s_008um_00296_00772-1,
s_008um_00385_00021-1,
s_008um_00474_00782-1,
s_008um_00071_00187-1,MCF10A_CTRL
s_008um_00684_00293-1,
s_008um_00274_00398-1,
s_008um_00220_00490-1,
s_008um_00549_00339-1,
s_008um_00741_00533-1,
s_008um_00571_00550-1,Random_3
s_008um_00709_00810-1,
s_008um_00726_00596-1,
s_008um_00784_00527-1,
s_008um_00518_00550-1,Random_3
s_008um_00639_00193-1,Pattern_3
s_008um_00747_00006-1,
s_008um_00519_00291-1,
s_008um_00721_00550-1,
s_008um_00081_00265-1,MCF10A_CTRL
s_008um_00122_00621-1,
s_008um_00694_00307-1,
s_008um_00428_00124-1,
s_008um_00605_00701-1,Random_3
s_008um_00737_00650-1,
s_008um_00509_00163-1,
s_008um_00675_00387-1,
s_008um_00664_00381-1,
s_008um_00491_00692-1,
s_008um_00407_00265-1,
s_008um_00664_00368-1,
s_008um_00493_00517-1,
s_008um_00837_00082-1,
s_008um_00561_00699-1,Random_3
s_008um_00146_00141-1,
s_008um_00605_00254-1,Pattern_3
s_008um_00672_00544-1,
s_008um_00628_00645-1,Random_3
s_008um_00680_00056-1,
s_008um_00461_00696-1,
s_008um_00515_00203-1,
s_008um_00707_00718-1,
s_008um_00533_00529-1,
s_008um_00706_00033-1,
s_008um_00791_00044-1,
s_008um_00602_00250-1,Pattern_3
s_008um_00552_00125-1,Pattern_3
s_008um_00583_00165-1,Pattern_3
s_008um_00258_00662-1,
s_008um_00176_00820-1,Fibroblast_CTRL
s_008um_00684_00754-1,
s_008um_00076_00149-1,MCF10A_CTRL
s_008um_00173_00604-1,
s_008um_00661_00119-1,Pattern_3
s_008um_00761_00314-1,
s_008um_00162_00561-1,
s_008um_00569_00566-1,Random_3
s_008um_00488_00094-1,
s_008um_00641_00644-1,Random_3
s_008um_00471_00802-1,
s_008um_00502_00539-1,
s_008um_00064_00749-1,Fibroblast_CTRL
s_008um_00497_00491-1,
s_008um_00525_00726-1,Random_3
s_008um_00728_00638-1,
s_008um_00611_00311-1,
s_008um_00762_00690-1,
s_008um_00723_00036-1,
s_008um_00700_00524-1,
s_008um_00642_00180-1,Pattern_3
s_008um_00555_00285-1,Pattern_3
s_008um_00680_00536-1,
s_008um_00633_00118-1,Pattern_3
s_008um_00335_00769-1,
s_008um_00235_00557-1,MCF7_CTRL
s_008um_00148_00656-1,
s_008um_00717_00062-1,
s_008um_00431_00018-1,
s_008um_00213_00049-1,
s_008um_00504_00129-1,
s_008um_00259_00460-1,
s_008um_00095_00298-1,MCF10A_CTRL
s_008um_00521_00291-1,
s_008um_00458_00039-1,
s_008um_00404_00275-1,
s_008um_00588_00623-1,Random_3
s_008um_00595_00564-1,Random_3
s_008um_00491_00299-1,
s_008um_00486_00209-1,
s_008um_00670_00758-1,
s_008um_00526_00304-1,
s_008um_00128_00179-1,MCF10A_CTRL
s_008um_00785_00276-1,
s_008um_00660_00347-1,
s_008um_00141_00210-1,MCF10A_CTRL
s_008um_00499_00102-1,
s_008um_00201_00519-1,
s_008um_00566_00136-1,Pattern_3
s_008um_00075_00688-1,Fibroblast_CTRL
s_008um_00153_00219-1,MCF10A_CTRL
s_008um_00291_00134-1,
s_008um_00489_00822-1,
s_008um_00063_00308-1,MCF10A_CTRL
s_008um_00503_00821-1,
s_008um_00324_00248-1,
s_008um_00616_00046-1,
s_008um_00226_00696-1,Fibroblast_CTRL
s_008um_00542_00770-1,
s_008um_00659_00012-1,
s_008um_00743_00004-1,
s_008um_00592_00250-1,Pattern_3
s_008um_00698_00203-1,
s_008um_00684_00519-1,
s_008um_00321_00334-1,
s_008um_00530_00816-1,
s_008um_00253_00561-1,
s_008um_00237_00567-1,
s_008um_00708_00698-1,
s_008um_00472_00568-1,
s_008um_00487_00316-1,
s_008um_00617_00772-1,
s_008um_00731_00260-1,
s_008um_00816_00284-1,
s_008um_00789_00289-1,
s_008um_00060_00740-1,Fibroblast_CTRL
s_008um_00692_00155-1,
s_008um_00573_00580-1,Random_3
s_008um_00664_00778-1,
s_008um_00337_00430-1,
s_008um_00646_00778-1,
s_008um_00514_00713-1,Random_3
s_008um_00414_00235-1,
s_008um_00295_00205-1,
s_008um_00049_00297-1,MCF10A_CTRL
s_008um_00343_00518-1,
s_008um_00425_00117-1,
s_008um_00723_00675-1,
s_008um_00308_00249-1,
s_008um_00569_00585-1,Random_3
s_008um_00712_00221-1,
s_008um_00119_00270-1,MCF10A_CTRL
s_008um_00176_00736-1,Fibroblast_CTRL
s_008um_00440_00286-1,
s_008um_00731_00190-1,
s_008um_00140_00651-1,
s_008um_00622_00798-1,
s_008um_00123_00550-1,
s_008um_00175_00506-1,MCF7_CTRL
s_008um_00435_00709-1,
s_008um_00722_00309-1,
s_008um_00327_00404-1,
s_008um_00796_00328-1,
s_008um_00197_00765-1,Fibroblast_CTRL
s_008um_00068_00205-1,MCF10A_CTRL
s_008um_00624_00125-1,Pattern_3
s_008um_00773_00680-1,
s_008um_00499_00324-1,
s_008um_00469_00327-1,
s_008um_00075_00150-1,MCF10A_CTRL
s_008um_00541_00379-1,
s_008um_00303_00284-1,
s_008um_00548_00388-1,
s_008um_00489_00225-1,
s_008um_00569_00704-1,Random_3
s_008um_00063_00302-1,MCF10A_CTRL
s_008um_00485_00625-1,
s_008um_00755_00616-1,
s_008um_00611_00295-1,
s_008um_00795_00227-1,
s_008um_00810_00215-1,
s_008um_00645_00153-1,Pattern_3
s_008um_00493_00321-1,
s_008um_00557_00209-1,Pattern_3
s_008um_00093_00150-1,MCF10A_CTRL
s_008um_00304_00165-1,
s_008um_00590_00709-1,Random_3
s_008um_00602_00655-1,Random_3
s_008um_00669_00636-1,
s_008um_00630_00547-1,Random_3
s_008um_00212_00793-1,Fibroblast_CTRL
s_008um_00165_00477-1,MCF7_CTRL
s_008um_00644_00185-1,Pattern_3
s_008um_00657_00744-1,Random_3
s_008um_00544_00294-1,
s_008um_00496_00648-1,
s_008um_00039_00212-1,MCF10A_CTRL
s_008um_00396_00523-1,
s_008um_00286_00200-1,
s_008um_00484_00227-1,
s_008um_00730_00624-1,
s_008um_00112_00667-1,
s_008um_00268_00649-1,
s_008um_00445_00784-1,
s_008um_00461_00807-1,
s_008um_00466_00583-1,
s_008um_00719_00315-1,
s_008um_00484_00758-1,
s_008um_00705_00161-1,
s_008um_00485_00738-1,
s_008um_00791_00732-1,
s_008um_00270_00641-1,
s_008um_00540_00686-1,Random_3
s_008um_00605_00676-1,Random_3
s_008um_00757_00233-1,
s_008um_00006_00263-1,MCF10A_CTRL
s_008um_00205_00766-1,Fibroblast_CTRL
s_008um_00565_00784-1,
s_008um_00612_00518-1,
s_008um_00738_00247-1,
s_008um_00544_00605-1,Random_3
s_008um_00834_00213-1,
s_008um_00450_00198-1,
s_008um_00520_00677-1,Random_3
s_008um_00237_00776-1,Fibroblast_CTRL
s_008um_00683_00540-1,
s_008um_00655_00653-1,Random_3
s_008um_00600_00744-1,Random_3
s_008um_00566_00134-1,Pattern_3
s_008um_00581_00167-1,Pattern_3
s_008um_00676_00778-1,
s_008um_00559_00699-1,Random_3
s_008um_00547_00150-1,Pattern_3
s_008um_00567_00741-1,Random_3
s_008um_00061_00132-1,MCF10A_CTRL
s_008um_00397_00165-1,
s_008um_00481_00259-1,
s_008um_00126_00803-1,Fibroblast_CTRL
s_008um_00760_00150-1,
s_008um_00652_00074-1,
s_008um_00578_00723-1,
s_008um_00139_00694-1,Fibroblast_CTRL
s_008um_00356_00179-1,
s_008um_00527_00754-1,
s_008um_00123_00248-1,MCF10A_CTRL
s_008um_00728_00308-1,
s_008um_00423_00000-1,
s_008um_00779_00331-1,
s_008um_00655_00053-1,
s_008um_00488_00538-1,
s_008um_00716_00624-1,
s_008um_00457_00116-1,
s_008um_00198_00786-1,Fibroblast_CTRL
s_008um_00665_00269-1,Pattern_3
s_008um_00668_00523-1,
s_008um_00503_00124-1,
s_008um_00750_00346-1,
s_008um_00312_00255-1,
s_008um_00616_00811-1,
s_008um_00677_00187-1,Pattern_3
s_008um_00020_00174-1,MCF10A_CTRL
s_008um_00701_00094-1,
s_008um_00044_00237-1,MCF10A_CTRL
s_008um_00486_00294-1,
s_008um_00094_00683-1,Fibroblast_CTRL
s_008um_00457_00254-1,
s_008um_00578_00248-1,Pattern_3
s_008um_00756_00067-1,
s_008um_00358_00106-1,
s_008um_00780_00168-1,
s_008um_00630_00384-1,
s_008um_00689_00369-1,
s_008um_00104_00790-1,Fibroblast_CTRL
s_008um_00017_00229-1,MCF10A_CTRL
s_008um_00597_00547-1,Random_3
s_008um_00524_00760-1,
s_008um_00540_00696-1,Random_3
s_008um_00646_00233-1,Pattern_3
s_008um_00688_00095-1,Pattern_3
s_008um_00768_00114-1,
s_008um_00121_00814-1,Fibroblast_CTRL
s_008um_00195_00658-1,
s_008um_00321_00236-1,
s_008um_00545_00753-1,
s_008um_00610_00601-1,Random_3
s_008um_00273_00690-1,
s_008um_00301_00271-1,
s_008um_00674_00145-1,Pattern_3
s_008um_00595_00343-1,
s_008um_00741_00557-1,
s_008um_00202_00663-1,
s_008um_00531_00371-1,
s_008um_00519_00688-1,Random_3
s_008um_00253_00357-1,MCF7_CTRL
s_008um_00109_00218-1,MCF10A_CTRL
s_008um_00749_00680-1,
s_008um_00469_00668-1,
s_008um_00765_00157-1,
s_008um_00729_00031-1,
s_008um_00528_00762-1,
s_008um_00003_00323-1,
s_008um_00050_00227-1,MCF10A_CTRL
s_008um_00544_00732-1,Random_3
s_008um_00209_00706-1,Fibroblast_CTRL
s_008um_00532_00715-1,Random_3
s_008um_00699_00106-1,
s_008um_00733_00529-1,
s_008um_00174_00473-1,
s_008um_00635_00694-1,Random_3
s_008um_00190_00441-1,
s_008um_00802_00042-1,
s_008um_00535_00381-1,
s_008um_00620_00232-1,Pattern_3
s_008um_00555_00696-1,Random_3
s_008um_00523_00185-1,
s_008um_00556_00714-1,Random_3
s_008um_00650_00288-1,Pattern_3
s_008um_00018_00190-1,MCF10A_CTRL
s_008um_00208_00698-1,Fibroblast_CTRL
s_008um_00601_00780-1,
s_008um_00491_00161-1,
s_008um_00366_00090-1,
s_008um_00466_00251-1,
s_008um_00471_00170-1,
s_008um_00152_00767-1,Fibroblast_CTRL
s_008um_00537_00127-1,Pattern_3
s_008um_00653_00161-1,Pattern_3
s_008um_00700_00565-1,
s_008um_00177_00706-1,Fibroblast_CTRL
s_008um_00452_00122-1,
s_008um_00698_00757-1,
s_008um_00084_00209-1,MCF10A_CTRL
s_008um_00656_00533-1,
s_008um_00395_00505-1,
s_008um_00346_00518-1,
s_008um_00548_00211-1,Pattern_3
s_008um_00750_00237-1,
s_008um_00685_00167-1,Pattern_3
s_008um_00001_00231-1,MCF10A_CTRL
s_008um_00624_00245-1,Pattern_3
s_008um_00060_00829-1,Fibroblast_CTRL
s_008um_00400_00244-1,
s_008um_00568_00673-1,Random_3
s_008um_00033_00214-1,MCF10A_CTRL
s_008um_00604_00337-1,
s_008um_00397_00157-1,
s_008um_00800_00061-1,
s_008um_00452_00177-1,
s_008um_00540_00387-1,
s_008um_00636_00782-1,
s_008um_00551_00699-1,Random_3
s_008um_00530_00766-1,
s_008um_00771_00216-1,
s_008um_00133_00140-1,
s_008um_00628_00024-1,
s_008um_00657_00211-1,Pattern_3
s_008um_00442_00689-1,
s_008um_00660_00513-1,
s_008um_00281_00225-1,
s_008um_00708_00012-1,
s_008um_00790_00303-1,
s_008um_00713_00642-1,
s_008um_00473_00757-1,
s_008um_00020_00804-1,Fibroblast_CTRL
s_008um_00209_00686-1,Fibroblast_CTRL
s_008um_00137_00834-1,Fibroblast_CTRL
s_008um_00183_00799-1,Fibroblast_CTRL
s_008um_00610_00407-1,
s_008um_00592_00165-1,Pattern_3
s_008um_00581_00483-1,
s_008um_00319_00380-1,
s_008um_00550_00172-1,Pattern_3
s_008um_00166_00741-1,Fibroblast_CTRL
s_008um_00509_00035-1,
s_008um_00280_00400-1,
s_008um_00544_00692-1,Random_3
s_008um_00472_00733-1,
s_008um_00232_00763-1,Fibroblast_CTRL
s_008um_00126_00117-1,
s_008um_00536_00233-1,Pattern_3
s_008um_00486_00095-1,
s_008um_00180_00568-1,
s_008um_00757_00619-1,
s_008um_00689_00688-1,
s_008um_00488_00794-1,
s_008um_00814_00175-1,
s_008um_00773_00686-1,
s_008um_00678_00555-1,
s_008um_00375_00104-1,
s_008um_00169_00486-1,MCF7_CTRL
s_008um_00536_00551-1,Random_3
s_008um_00433_00239-1,
s_008um_00751_00003-1,
s_008um_00179_00556-1,MCF7_CTRL
s_008um_00537_00280-1,Pattern_3
s_008um_00200_00557-1,
s_008um_00823_00290-1,
s_008um_00200_00806-1,Fibroblast_CTRL
s_008um_00036_00813-1,Fibroblast_CTRL
s_008um_00491_00572-1,
s_008um_00722_00212-1,
s_008um_00548_00760-1,
s_008um_00710_00596-1,
s_008um_00452_00063-1,
s_008um_00599_00673-1,Random_3
s_008um_00617_00688-1,Random_3
s_008um_00669_00208-1,Pattern_3
s_008um_00588_00043-1,
s_008um_00777_00191-1,
s_008um_00352_00376-1,
s_008um_00128_00510-1,
s_008um_00740_00102-1,
s_008um_00062_00176-1,MCF10A_CTRL
s_008um_00787_00232-1,
s_008um_00018_00233-1,MCF10A_CTRL
s_008um_00167_00821-1,Fibroblast_CTRL
s_008um_00470_00600-1,
s_008um_00807_00058-1,
s_008um_00498_00806-1,
s_008um_00724_00236-1,
s_008um_00446_00150-1,
s_008um_00192_00818-1,Fibroblast_CTRL
s_008um_00552_00356-1,
s_008um_00750_00333-1,
s_008um_00674_00300-1,
s_008um_00175_00541-1,MCF7_CTRL
s_008um_00604_00240-1,Pattern_3
s_008um_00435_00147-1,
s_008um_00656_00638-1,Random_3
s_008um_00561_00032-1,
s_008um_00725_00326-1,
s_008um_00712_00739-1,
s_008um_00477_00153-1,
s_008um_00070_00150-1,MCF10A_CTRL
s_008um_00784_00680-1,
s_008um_00689_00354-1,
s_008um_00696_00710-1,
s_008um_00126_00815-1,Fibroblast_CTRL
s_008um_00606_00276-1,Pattern_3
s_008um_00668_00233-1,Pattern_3
s_008um_00114_00184-1,MCF10A_CTRL
s_008um_00720_00098-1,
s_008um_00013_00794-1,Fibroblast_CTRL
s_008um_00464_00719-1,
s_008um_00133_00746-1,Fibroblast_CTRL
s_008um_00531_00278-1,
s_008um_00001_00213-1,MCF10A_CTRL
s_008um_00077_00740-1,Fibroblast_CTRL
s_008um_00146_00489-1,
s_008um_00755_00648-1,
s_008um_00552_00118-1,Pattern_3
s_008um_00632_00119-1,Pattern_3
s_008um_00463_00741-1,
s_008um_00183_00463-1,
s_008um_00520_00694-1,Random_3
s_008um_00036_00759-1,Fibroblast_CTRL
s_008um_00629_00604-1,Random_3
s_008um_00658_00339-1,
s_008um_00275_00246-1,
s_008um_00275_00316-1,MCF7_CTRL
s_008um_00617_00224-1,Pattern_3
s_008um_00677_00733-1,
s_008um_00791_00219-1,
s_008um_00559_00687-1,Random_3
s_008um_00214_00454-1,
s_008um_00529_00640-1,Random_3
s_008um_00633_00178-1,Pattern_3
s_008um_00244_00217-1,
s_008um_00651_00075-1,
s_008um_00546_00302-1,
s_008um_00751_00240-1,
s_008um_00450_00330-1,
s_008um_00580_00583-1,Random_3
s_008um_00620_00602-1,Random_3
s_008um_00765_00267-1,
s_008um_00211_00707-1,Fibroblast_CTRL
s_008um_00556_00297-1,
s_008um_00646_00699-1,Random_3
s_008um_00127_00605-1,
s_008um_00041_00799-1,Fibroblast_CTRL
s_008um_00655_00260-1,Pattern_3
s_008um_00488_00656-1,
s_008um_00094_00243-1,MCF10A_CTRL
s_008um_00741_00022-1,
s_008um_00510_00263-1,
s_008um_00049_00266-1,MCF10A_CTRL
s_008um_00363_00291-1,
s_008um_00188_00438-1,
s_008um_00516_00751-1,
s_008um_00122_00612-1,
s_008um_00591_00562-1,Random_3
s_008um_00523_00826-1,
s_008um_00828_00196-1,
s_008um_00641_00460-1,
s_008um_00179_00516-1,
s_008um_00346_00232-1,
s_008um_00073_00786-1,Fibroblast_CTRL
s_008um_00086_00708-1,Fibroblast_CTRL
s_008um_00485_00574-1,
s_008um_00175_00539-1,MCF7_CTRL
s_008um_00532_00291-1,
s_008um_00064_00211-1,MCF10A_CTRL
s_008um_00764_00133-1,
s_008um_00638_00018-1,
s_008um_00712_00000-1,
s_008um_00610_00251-1,Pattern_3
s_008um_00641_00154-1,Pattern_3
s_008um_00665_00042-1,
s_008um_00162_00703-1,Fibroblast_CTRL
s_008um_00026_00766-1,Fibroblast_CTRL
s_008um_00133_00772-1,Fibroblast_CTRL
s_008um_00586_00164-1,Pattern_3
s_008um_00638_00645-1,Random_3
s_008um_00557_00774-1,
s_008um_00067_00253-1,MCF10A_CTRL
s_008um_00795_00308-1,
s_008um_00056_00231-1,MCF10A_CTRL
s_008um_00824_00161-1,
s_008um_00808_00139-1,
s_008um_00185_00237-1,
s_008um_00551_00757-1,
s_008um_00024_00237-1,MCF10A_CTRL
s_008um_00646_00202-1,Pattern_3
s_008um_00468_00121-1,
s_008um_00632_00227-1,Pattern_3
s_008um_00713_00253-1,
s_008um_00650_00294-1,
s_008um_00531_00246-1,
s_008um_00717_00582-1,
s_008um_00445_00096-1,
s_008um_00564_00209-1,Pattern_3
s_008um_00646_00692-1,Random_3
s_008um_00071_00716-1,Fibroblast_CTRL
s_008um_00012_00278-1,MCF10A_CTRL
s_008um_00718_00068-1,
s_008um_00147_00304-1,
s_008um_00084_00762-1,Fibroblast_CTRL
s_008um_00772_00182-1,
s_008um_00045_00709-1,Fibroblast_CTRL
s_008um_00783_00091-1,
s_008um_00322_00253-1,
s_008um_00317_00138-1,
s_008um_00571_00543-1,Random_3
s_008um_00458_00291-1,
s_008um_00780_00366-1,
s_008um_00168_00504-1,MCF7_CTRL
s_008um_00129_00280-1,
s_008um_00584_00006-1,
s_008um_00135_00241-1,MCF10A_CTRL
s_008um_00249_00538-1,MCF7_CTRL
s_008um_00281_00509-1,
s_008um_00603_00588-1,Random_3
s_008um_00756_00061-1,
s_008um_00435_00613-1,
s_008um_00595_00370-1,
s_008um_00368_00190-1,
s_008um_00780_00237-1,
s_008um_00714_00055-1,
s_008um_00667_00254-1,Pattern_3
s_008um_00726_00348-1,
s_008um_00585_00026-1,
s_008um_00420_00079-1,
s_008um_00575_00083-1,Pattern_3
s_008um_00591_00072-1,
s_008um_00491_00511-1,
s_008um_00601_00066-1,
s_008um_00660_00622-1,Random_3
s_008um_00766_00321-1,
s_008um_00228_00696-1,Fibroblast_CTRL
s_008um_00578_00300-1,
s_008um_00473_00138-1,
s_008um_00595_00094-1,Pattern_3
s_008um_00535_00090-1,Pattern_3
s_008um_00160_00480-1,MCF7_CTRL
s_008um_00115_00673-1,
s_008um_00117_00747-1,Fibroblast_CTRL
s_008um_00555_00771-1,
s_008um_00732_00167-1,
s_008um_00716_00804-1,
s_008um_00598_00681-1,Random_3
s_008um_00422_00161-1,
s_008um_00616_00686-1,Random_3
s_008um_00591_00659-1,Random_3
s_008um_00765_00338-1,
s_008um_00485_00578-1,
s_008um_00494_00157-1,
s_008um_00590_00576-1,Random_3
s_008um_00511_00599-1,Random_3
s_008um_00719_00501-1,
s_008um_00445_00601-1,
s_008um_00530_00051-1,
s_008um_00396_00194-1,
s_008um_00270_00444-1,
s_008um_00716_00214-1,
s_008um_00160_00761-1,Fibroblast_CTRL
s_008um_00748_00110-1,
s_008um_00298_00254-1,
s_008um_00714_00665-1,
s_008um_00594_00705-1,Random_3
s_008um_00011_00238-1,MCF10A_CTRL
s_008um_00168_00829-1,Fibroblast_CTRL
s_008um_00046_00191-1,MCF10A_CTRL
s_008um_00763_00090-1,
s_008um_00506_00018-1,
s_008um_00707_00110-1,
s_008um_00733_00234-1,
s_008um_00515_00777-1,
